AidData ID,Geoname,Geoname ID,Latitude,Longitude,Location Class,Location Class Name,Precision Code,Date,ADM1 Name,ADM1 Code,ADM2 Name,ADM2 Code,Source URL,Source,Note,Location Type,Geographic Exactness,Geographic Exactness Name,Activities,Program GEF_ID,Project GEF_ID
906001224012,Liushi,-9633422,38.3223255424,115.4416371209,2,Populated Place,0,,Hebei,580,Hengshui,9857,http://www.geonames.org/maps/showOnMap?q=Liushi&country=CN,Geonames,"Added from geonames URL: http://www.geonames.org/9633173/liushi.htmlThough the map does not reveal exact coordinates, it does have the name of the counties in which the subprojects, such as wastewater treatment centers, will be built. The map on page 13 shows that wastewater treatment centers are to be built in the following locations: Tang County, Dingzhou City, Xinxing Town, Li County, Liushui Town, Mancheng County, Xushui County, Anxin Town, Wengquancheng, Xiong County, Baigou Town, Dinxing County, and Yi County. I therefore coded all of these areas as approximate, as I do not know that exact geographic coordinates of the facilities, but rather I know the administrative divisions in which they fall. For Liushi Town, I confirmed the town’s location on Google Maps and on geonames. The location was not in Internal yet, so I had to add the location. https://www.google.com/maps/place/Liushizhen,+Lixian,+Baoding,+Hebei,+China/@38.5451062,115.7498933,17z/data=!3m1!4b1!4m13!1m7!3m6!1s0x35fa48ec7f672b6f:0xc8157768b145a9d4!2sLiu+Shui+Xiang,+Xuanhua+Qu,+Zhangjiakou+Shi,+Hebei+Sheng,+China,+075100!3b1!8m2!3d40.6132044!4d115.0671679!3m4!1s0x35ef597acb2a9727:0x473a9a90d1ef3992!8m2!3d38.5450775!4d115.752124",ADM4,1,Exact,,3926,2766
906001218140,Shaanxi,1796480,36,109,1,Administrative Region,0,,Shaanxi,593,Yan'an,10006,,,"None of the documents gave any specific location in the Qinling Mountain region where project work was being done. Therefore I just decided to code the the regions where the mountain range passes. This region of Shaanxi is one of them. As a could not find the specific area, and I'm coding up, I decided to code the exactness as approximate.",ADM1,2,Approximate,,3926,2787
906001218140,Qinling National Botanical Garden,8740358,34.05314,108.39237,4,Other Topographical Feature,0,,Shaanxi,593,Xi'an,10004,,,Qinling National Botanical Garden revenue increased,PRK,1,Exact,,3926,2787
906001224048,Cameroon,2233387,6,12.5,1,Administrative Region,0,,,0,,0,https://www.thegef.org/sites/default/files/project_documents/08-4-11%2520project%2520document%2520resubmission%2520FINAL%2520corrected_0.pdf,Project Document,In the third paragraph of the 'Bried description' part of pdg page 1 it says the project will focus in the 6 coutnries. So I coded the countries.,PCLI,2,Approximate,,3782,2906
906001224048,Congo,2260494,-1,15.5,1,Administrative Region,0,,,0,,0,https://www.thegef.org/sites/default/files/project_documents/08-4-11%2520project%2520document%2520resubmission%2520FINAL%2520corrected_0.pdf,Project Document,In the third paragraph of the 'Bried description' part of pdg page 1 it says the project will focus in the 6 coutnries. So I coded the countries.,PCLI,2,Approximate,,3782,2906
906001224048,Equatorial Guinea,2309096,1.7,10.5,1,Administrative Region,0,,,0,,0,https://www.thegef.org/sites/default/files/project_documents/08-4-11%2520project%2520document%2520resubmission%2520FINAL%2520corrected_0.pdf,Project Document,In the third paragraph of the 'Bried description' part of pdg page 1 it says the project will focus in the 6 coutnries. So I coded the countries.,PCLI,2,Approximate,,3782,2906
906001224048,Central African Republic,239880,7,21,1,Administrative Region,0,,,0,,0,https://www.thegef.org/sites/default/files/project_documents/08-4-11%2520project%2520document%2520resubmission%2520FINAL%2520corrected_0.pdf,Project Document,In the third paragraph of the 'Bried description' part of pdg page 1 it says the project will focus in the 6 coutnries. So I coded the countries.,PCLI,2,Approximate,,3782,2906
906001224048,DR Congo,203312,-2.5,23.5,1,Administrative Region,0,,,0,,0,https://www.thegef.org/sites/default/files/project_documents/08-4-11%2520project%2520document%2520resubmission%2520FINAL%2520corrected_0.pdf,Project Document,In the third paragraph of the 'Bried description' part of pdg page 1 it says the project will focus in the 6 coutnries. So I coded the countries.,PCLI,2,Approximate,,3782,2906
906001224048,Gabon,2400553,-1,11.75,1,Administrative Region,0,,,0,,0,https://www.thegef.org/sites/default/files/project_documents/08-4-11%2520project%2520document%2520resubmission%2520FINAL%2520corrected_0.pdf,Project Document,In the third paragraph of the 'Bried description' part of pdg page 1 it says the project will focus in the 6 coutnries. So I coded the countries.,PCLI,2,Approximate,,3782,2906
906001223966,Yemen,69543,15.5,47.5,1,Administrative Region,0,,Shabwah,3336,Dhar,38644,https://drive.google.com/drive/u/0/search?q=3267,03-02-2010 ID3267 CEO Endorsement,"This project is mainly providing funds to improve the national capacity of the country to improve biodiversity and climate change preparation. Found on PDF pages 1-2 under expected outputs as well as page 4 in the second paragraph. Most of the documents when you search this Project ID are for another project (RALP) that has not been implemented yet, in case of any confusion. ",PCLI,2,Approximate,,3423,3267
906001224016,Xin Xian,1788577,31.65184,114.87496,1,Administrative Region,0,,Henan,582,Xinyang,9890,https://www.thegef.org/sites/default/files/project_documents/3465_UNDP_TE_HHRB%2520PIMS%25203934%2520TE%2520report-Final_0.pdf,Terminal Evaluation Doc,"Found info on Terminal evaluation on pdf page 2, found on website. These locations are also referrenced throuhgout the document. Specific locations confirmed to be here: https://en.wikipedia.org/wiki/Xinyang     Also the Huaihe river's more commonly know as the Huai river https://en.wikipedia.org/wiki/Huai_River the name Huai He is mentioned in this. http://www.geonames.org/1788577/xin-xian.html Had to add to toolkit. ID:1788577",ADM3,2,Approximate,,3926,3465
906001224016,Luoshan Xian,1801844,32.03196,114.43663,1,Administrative Region,0,,Henan,582,Xinyang,9890,https://www.thegef.org/sites/default/files/project_documents/3465_UNDP_TE_HHRB%2520PIMS%25203934%2520TE%2520report-Final_0.pdf,Terminal Evaluation Doc,"Found info on Terminal evaluation on pdf page 2, found on website. These locations are also referrenced throuhgout the document. Specific locations confirmed to be here: https://en.wikipedia.org/wiki/Xinyang     Also the Huaihe river's more commonly know as the Huai river https://en.wikipedia.org/wiki/Huai_River the name Huai He is mentioned in this.",ADM3,2,Approximate,,3926,3465
906001224016,Shihe Qu,6602256,32.0178,113.99333,1,Administrative Region,0,,Henan,582,Xinyang,9890,https://www.thegef.org/sites/default/files/project_documents/3465_UNDP_TE_HHRB%2520PIMS%25203934%2520TE%2520report-Final_0.pdf,Terminal Evaluation Doc,"Found info on Terminal evaluation on pdf page 2, found on website. These locations are also referrenced throuhgout the document. Specific locations confirmed to be here: https://en.wikipedia.org/wiki/Xinyang     Also the Huaihe river's more commonly know as the Huai river https://en.wikipedia.org/wiki/Huai_River the name Huai He is mentioned in this.",ADM3,2,Approximate,,3926,3465
906001224016,Shangcheng Xian,1796295,31.76417,115.36789,1,Administrative Region,0,,Henan,582,Xinyang,9890,https://www.thegef.org/sites/default/files/project_documents/3465_UNDP_TE_HHRB%2520PIMS%25203934%2520TE%2520report-Final_0.pdf,Terminal Evaluation Doc,"Found info on Terminal evaluation on pdf page 2, found on website. These locations are also referrenced throuhgout the document. Specific locations confirmed to be here: https://en.wikipedia.org/wiki/Xinyang     Also the Huaihe river's more commonly know as the Huai river https://en.wikipedia.org/wiki/Huai_River the name Huai He is mentioned in this.",ADM3,2,Approximate,,3926,3465
906001224016,Guangshan Xian,1809880,31.93695,114.82166,1,Administrative Region,0,,Henan,582,Xinyang,9890,https://www.thegef.org/sites/default/files/project_documents/3465_UNDP_TE_HHRB%2520PIMS%25203934%2520TE%2520report-Final_0.pdf,Terminal Evaluation Doc,"Found info on Terminal evaluation on pdf page 2, found on website. These locations are also referrenced throuhgout the document. Specific locations confirmed to be here: https://en.wikipedia.org/wiki/Xinyang     Also the Huaihe river's more commonly know as the Huai river https://en.wikipedia.org/wiki/Huai_River the name Huai He is mentioned in this.",ADM3,2,Approximate,,3926,3465
906001224016,Xinyang Shi,1788527,32.075,114.85333,1,Administrative Region,0,,Henan,582,Xinyang,9890,https://www.thegef.org/sites/default/files/project_documents/3465_UNDP_TE_HHRB%2520PIMS%25203934%2520TE%2520report-Final_0.pdf,Terminal Evaluation Doc,"Found info on Terminal evaluation on pdf page 2, found on website. These locations are also referenced throughout the document. Specific locations confirmed to be here: https://en.wikipedia.org/wiki/Xinyang     Also the Huaihe river's more commonly know as the Huai river https://en.wikipedia.org/wiki/Huai_River the name Huai He is mentioned in this.",ADM2,2,Approximate,,3926,3465
906001153091,India,1269750,22,79,1,Administrative Region,0,,Madhya Pradesh,70079,Chhindwara,17719,https://drive.google.com/drive/u/0/folders/0B37kAGP_r5CXSmhBVHBSTE9DUG8,5-1-09 Revised Endorsement doc,"I used page 59 of the 5-1-09 revised endorsement to flesh out the project goals, basically it is a project devoted to organizing other projects under a smoother framework and doesn't do anything physical itself = approximate.",PCLI,2,Approximate,,3268,3468
906001153089,Mon,1262825,26.75,94.83333,1,Administrative Region,0,,Nagaland,1503,Mon,17803,https://www.thegef.org/gef/sites/thegef.org/files/repository/India%20-%20SLEM-CPP.pdf,Project Information Document,Information found on PDF page 9.,ADM2,2,Approximate,,3268,3469
906001153089,Mokokchūng,1262844,26.31393,94.51675,1,Administrative Region,0,,Nagaland,1503,Mokokchung,17802,https://www.thegef.org/gef/sites/thegef.org/files/repository/India%20-%20SLEM-CPP.pdf,Project Information Document,Information found on PDF page 9.,ADM2,2,Approximate,,3268,3469
906001153089,Wokha,1252841,26.16667,94.25,1,Administrative Region,0,,Nagaland,1503,Wokha,17806,https://www.thegef.org/gef/sites/thegef.org/files/repository/India%20-%20SLEM-CPP.pdf,Project Information Document,Information found on PDF page 9.,ADM2,2,Approximate,,3268,3469
906001153087,South Andaman,1255691,11.83375,92.65354,4,Other Topographical Feature,0,,Andaman and Nicobar,1484,Andaman Islands,17545,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23,ISL,1,Exact,,3268,3470
906001153087,Udaipur,1253989,24.33,73.77,1,Administrative Region,0,,Rajasthan,1506,Udaipur,17860,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23,ADM2,1,Exact,,3268,3470
906001153087,Chamba,1274849,32.57147,76.10229,1,Administrative Region,0,,Himachal Pradesh,1493,Chamba,17667,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23,ADM2,1,Exact,,3268,3470
906001153087,Middle Andaman,1263069,12.5,92.83333,4,Other Topographical Feature,0,,Andaman and Nicobar,1484,Andaman Islands,17545,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23The location is listed in the document as North-Mid Andaman Island. ,ISL,1,Exact,,3268,3470
906001153087,Sundarbans,1186937,22,89,4,Other Topographical Feature,0,,West Bengal,1511,North 24 Parganas,70293,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,"DOC pg. 22-23This region is mostly in Bangladesh, but the small part that is in India is a location for this project. As it is a natural region and not a specific administrative region, I coded it as a topographical feature, being a mangrove forest, but I wasn't sure if that was right. https://en.wikipedia.org/wiki/Sundarbans",RGN,1,Exact,,3268,3470
906001153087,Adilabad District,1279345,19.5,78.5,1,Administrative Region,0,,Andhra Pradesh,1485,Adilabad,17547,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23,ADM2,1,Exact,,3268,3470
906001153087,Haryana,1270260,29.25,76.33333,1,Administrative Region,0,,Haryana,1492,Jind,17659,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23Coded as approximate as the project is taking place in unlisted villages within the AMD.,ADM1,2,Approximate,,3268,3470
906001153087,Maharashtra,1264418,19.5,76,1,Administrative Region,0,,Maharashtra,1498,Jalna,70182,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23Coded as approximate as the project is taking place in unlisted villages within the ADM.,ADM1,2,Approximate,,3268,3470
906001153087,Odisha,1261029,20.5,84.41667,1,Administrative Region,0,,Orissa,1504,Kandhamal,70217,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,"DOC pg .22-23Coded as approximate as the project is taking place in unlisted villages in the ADM. The location is listed in the document as Orissa, which is an alternative spelling. https://en.wikipedia.org/wiki/Odisha",ADM1,2,Approximate,,3268,3470
906001153087,Madhya Pradesh,1264542,23.5,78.5,1,Administrative Region,0,,Madhya Pradesh,70079,Raisen,17739,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,DOC pg. 22-23Coded as approximate as the project is taking place in unlisted villages in this ADM,ADM1,2,Approximate,,3268,3470
906001153087,Ganges Delta,1202951,23,89,4,Other Topographical Feature,0,,Khulna,578,Jessore,5797,https://drive.google.com/drive/folders/0B37kAGP_r5CXeTBZbVMxaHR6ZEU,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT PAPER FOR PROPOSED ADDITIONAL FINANCING (US$7.34 MILLION EQUIVALENT) IN THE AMOUNT OF TO THE GOVERNMENT OF INDIA FOR A SUSTAINABLE RURAL LIVELIHOODS SECURITY THROUGH INNOVATIONS IN LAND AND ECOSYSTEM MANAGEMENT,"DOC pg. 22-23This location is coded in Bangladesh, however the Ganges Delta is in both Bangladesh and India, and is a location for this project. Also, the location is listed in the document as the Ganga river, but that is an alternative spelling. https://en.wikipedia.org/wiki/Ganges",DLTA,2,Approximate,,3268,3470
906001153085,Naini Tāl,1262118,29.2,79.41667,1,Administrative Region,0,,Uttarakhand,70082,Naini Tal,70285,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2014/03/24/000333037_20140324111908/Rendered/PDF/ICR22160P078550C0disclosed030200140.pdf,ICR22160P078550C0disclosed030200140.pdf,Page 65 of the pdf paragraph right above project components.,ADM2,2,Approximate,,3268,3471
906001153085,Uttarakhand,1444366,30.25,79.25,1,Administrative Region,0,,Uttarakhand,70082,Chamoli,70282,https://docs.google.com/document/d/1qwX6RXsg5BoP9AlZm_ZqBQATDP_-cdGfQnIMNT3_vO4/edit,Project Identification Form ,Uttarakhand page 5. Uttarkhand is specified as the watershed in which conservation will take place. ,ADM1,2,Approximate,,3268,3471
906001153085,Uttarkāshi,1253629,31,78.5,1,Administrative Region,0,,Uttarakhand,70082,Uttarkashi,70289,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2014/03/24/000333037_20140324111908/Rendered/PDF/ICR22160P078550C0disclosed030200140.pdf,,"'SLEM Project was implemented in 20 selected MWS covering 60,823 ha in 126 GPs in themiddle Himalayan region between 700-2000 m in the hill districts of Rudraprayag,Bageshwar, Uttarkashi (Chinyalisaur),' SLEM is an abbreviation for this project. I am coding Uttarkashi as approximate, because the micro-watersheds within this district are not given.",ADM2,2,Approximate,,3268,3471
906001153085,Bageshwar,7701513,29.97315,79.83224,1,Administrative Region,0,,Uttarakhand,70082,Bageshwar,70281,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/04/23/000013944_20090428140751/Rendered/PDF/PID0Uttarakhand0Appraisal0Apr230090YM.pdf,,"The Map of the last page of this document (http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2014/03/24/000333037_20140324111908/Rendered/PDF/ICR22160P078550C0disclosed030200140.pdf), gives an indication of SLEM areas. The abbreviation section notes that SLEM is an abbrevation for this project. I cannot find location names for the micro watersheds within this district, so I am coding the district as approximate.",ADM2,2,Approximate,,3268,3471
906001153085,Rudraprayag,8739870,30.60872,79.06517,1,Administrative Region,0,,Uttarakhand,70082,Rudra Prayag,70286,http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2009/04/23/000013944_20090428140751/Rendered/PDF/PID0Uttarakhand0Appraisal0Apr230090YM.pdf,,"The Map of the last page of this document (http://www-wds.worldbank.org/external/default/WDSContentServer/WDSP/IB/2014/03/24/000333037_20140324111908/Rendered/PDF/ICR22160P078550C0disclosed030200140.pdf), gives an indication of SLEM areas. The abbreviation section notes that SLEM is an abbrevation for this project. I cannot find location names for the micro watersheds within this district, so I am coding the district as approximate.",ADM2,2,Approximate,,3268,3471
906001153083,Chhindwāra,1274305,22.11667,78.8,1,Administrative Region,0,,Madhya Pradesh,70079,Chhindwara,17719,"https://drive.google.com/drive/search?q=3472, ",06-9-08 ID3472 PIF document final ver.doc,"Document given as Source URL notes there are 'target villages' where policies are implemented. The last paragraph of this website (http://www.adaptation-undp.org/projects/spa-deforestation-india), gives 5 districts that are the focus of this project. I am coding the districts given as approximate because the exact villages within each district are unknown.",ADM2,2,Approximate,,3268,3472
906001153083,Sidhi,1256370,24.25,82,1,Administrative Region,0,,Madhya Pradesh,70079,Sidhi,17751,https://drive.google.com/drive/search?q=3472,06-9-08 ID3472 PIF document final ver.doc,"Document given as Source URL notes there are 'target villages' where policies are implemented. The last paragraph of this website (http://www.adaptation-undp.org/projects/spa-deforestation-india), gives 5 districts that are the focus of this project. I am coding the districts given as approximate because the exact villages within each district are unknown.",ADM2,2,Approximate,,3268,3472
906001153083,Singrauli,9748010,24.21667,82.42073,1,Administrative Region,0,,Madhya Pradesh,70079,Sidhi,17751,https://drive.google.com/drive/search?q=3472,06-9-08 ID3472 PIF document final ver.doc,"Document given as Source URL notes there are 'target villages' where policies are implemented. The last paragraph of this website (http://www.adaptation-undp.org/projects/spa-deforestation-india), gives 5 districts that are the focus of this project. I am coding the districts given as approximate because the exact villages within each district are unknown.",ADM2,2,Approximate,,3268,3472
906001153083,Umaria District,9072769,23.52874,80.83054,1,Administrative Region,0,,Madhya Pradesh,70079,Umaria,70177,"https://drive.google.com/drive/search?q=3472, ",06-9-08 ID3472 PIF document final ver.doc,"Document given as Source URL notes there are 'target villages' where policies are implemented. The last paragraph of this website (http://www.adaptation-undp.org/projects/spa-deforestation-india), gives 5 districts that are the focus of this project. I am coding the districts given as approximate because the exact villages within each district are unknown.",ADM2,2,Approximate,,3268,3472
906001153083,Madhya Pradesh,1264542,23.5,78.5,1,Administrative Region,0,,Madhya Pradesh,70079,Raisen,17739,https://drive.google.com/drive/search?q=3472,06-9-08 ID3472 PIF document final ver.doc,Component 1 on page 1 of the project notes that there is state level legislation being passed by this project. I am coding the state as approximate to reflect this.,ADM1,2,Approximate,,3268,3472
906001153083,Betūl,1276391,21.83333,77.83333,1,Administrative Region,0,,Madhya Pradesh,1264542,Betūl,1276391,https://drive.google.com/drive/search?q=3472,06-9-08 ID3472 PIF document final ver.doc,"Document given as Source URL notes there are 'target villages' where policies are implemented. The last paragraph of this website (http://www.adaptation-undp.org/projects/spa-deforestation-india), gives 5 districts that are the focus of this project. I am coding the districts given as approximate because the exact villages within each district are unknown.",ADM2,2,Approximate,,3268,3472
906001153161,China,1814991,35,105,1,Administrative Region,0,,,0,,0,https://drive.google.com/a/email.wm.edu/folderview?id=0B37kAGP_r5CXcTlwZVNGTW9LVFU&usp=sharing_eid&ts=575eb210&tid=0B37kAGP_r5CXWUktc3FzWmQzVlE#list,06-20-08 PIF document,"Note on document page 1 middle of table far left column it says capacity building across the nation is a key component of the project, therefore I have coded the country as approximate. ",PCLI,2,Approximate,,3482,3483
906001153161,Gansu Sheng,1810676,37.75,102.75,1,Administrative Region,0,,Gansu,575,Wuwei,9804,http://www.thegef.org/gef/sites/thegef.org/files/gef_prj_docs/GEFProjectDocuments/Multi%20Focal%20Area/China%20-%20(3483)%20-%20PRC-GEF%20Partnership-%20Silk%20Road%20Ecosystem%20Restorati/6-17-10%20-%20Rev%20Endorsement%20request%20%20-%203483.pdf,Revised Endorsement request doc,"on document page 1, under expected outcomes, 'Increased productivity of forest lands and reduced land degradation in Gansu, Shaanxi, and Xinjiang provinces' so I coded accordingly.",ADM1,2,Approximate,,3482,3483
906001153161,Xinjiang Uygur Zizhiqu,1529047,41.5,85.5,1,Administrative Region,0,,Xinjiang Uygur,599,Bayin'gholin Mongol,10062,http://www.thegef.org/gef/sites/thegef.org/files/gef_prj_docs/GEFProjectDocuments/Multi%20Focal%20Area/China%20-%20(3483)%20-%20PRC-GEF%20Partnership-%20Silk%20Road%20Ecosystem%20Restorati/6-17-10%20-%20Rev%20Endorsement%20request%20%20-%203483.pdf,Revised Endorsement request doc,"on document page 1, under expected outcomes, 'Increased productivity of forest lands and reduced land degradation in Gansu, Shaanxi, and Xinjiang provinces' so I coded accordingly.I also coded the carbon stock sites listed under Annex1 including 5 SFF(state forest farms) in Gansu and 7 in Shaanxi. (see page 2 at the top of the page, 'carbon storage on forest land in about 12 SFFs in Shaanxi and Gansu.') but some locations can't be found in toolkit.",ADM1,2,Approximate,,3482,3483
906001153161,Shaanxi,1796480,36,109,1,Administrative Region,0,,Shaanxi,593,Yan'an,10006,http://www.thegef.org/gef/sites/thegef.org/files/gef_prj_docs/GEFProjectDocuments/Multi%20Focal%20Area/China%20-%20(3483)%20-%20PRC-GEF%20Partnership-%20Silk%20Road%20Ecosystem%20Restorati/6-17-10%20-%20Rev%20Endorsement%20request%20%20-%203483.pdf,Revised Endorsement request doc,"on document page 1, under expected outcomes, 'Increased productivity of forest lands and reduced land degradation in Gansu, Shaanxi, and Xinjiang provinces' so I coded accordingly.",ADM1,2,Approximate,,3482,3483
906001153101,Gansu,1810676,37.75,102.75,1,Administrative Region,0,,Gansu,575,Wuwei,9804,https://drive.google.com/drive/folders/0B37kAGP_r5CXV2E2Wk9BTGdSRjQ,2-25-09 Revised PIF 3484,"last page of this document, Annex 2coded the listed 6 provinces as project areas.",ADM1,2,Approximate,,3482,3484
906001153101,Shaanxi,1796480,36,109,1,Administrative Region,0,,Shaanxi,593,Yan'an,10006,https://drive.google.com/drive/folders/0B37kAGP_r5CXV2E2Wk9BTGdSRjQ,2-25-09 Revised PIF 3484,"last page of this document, Annex 2coded the listed 6 provinces as project areas.",ADM1,2,Approximate,,3482,3484
906001153101,Qinghai,1280239,36,96,1,Administrative Region,0,,Qinghai,592,Haixi Mongol and Tibetan,9995,https://drive.google.com/drive/folders/0B37kAGP_r5CXV2E2Wk9BTGdSRjQ,2-25-09 Revised PIF 3484,"last page of this document, Annex 2coded the listed 6 provinces as project areas.",ADM1,2,Approximate,,3482,3484
906001153101,Ningsia Hui Autonomous Region,1799355,37.25,106,1,Administrative Region,0,,Ningxia Hui,590,Wuzhong,9986,https://drive.google.com/drive/folders/0B37kAGP_r5CXV2E2Wk9BTGdSRjQ,2-25-09 Revised PIF 3484,"last page of this document, Annex 2coded the listed 6 provinces as project areas.",ADM1,2,Approximate,,3482,3484
906001153101,Xinjiang Uyghur Autonomous Region,1529047,41.5,85.5,1,Administrative Region,0,,Xinjiang Uygur,599,Bayin'gholin Mongol,10062,https://drive.google.com/drive/folders/0B37kAGP_r5CXV2E2Wk9BTGdSRjQ,2-25-09 Revised PIF 3484,"last page of this document, Annex 2coded the listed 6 provinces as project areas.",ADM1,2,Approximate,,3482,3484
906001153101,Inner Mongolia,2035607,43.5,114.75,1,Administrative Region,0,,Nei Mongol,589,Xilin Gol,9982,https://drive.google.com/drive/folders/0B37kAGP_r5CXV2E2Wk9BTGdSRjQ,2-25-09 Revised PIF 3484,"last page of this document, Annex 2coded the listed 6 provinces as project areas.",ADM1,2,Approximate,,3482,3484
906001223972,Tombali,2368955,11.3,-15,1,Administrative Region,0,,Tombali,1393,Bedanda,17102,file:///C:/Users/rrotberg/Downloads/04-14-10%20Council%20document.pdf,CEO approval sheet,"The projects goal is to 'conserve globally significant biodiversity in Guinea-Bissau‟s forest belt region by creating and strengthening protected areas.' These PA include 'the establishment of two national parks (Dulombi and Boé)' and 'the consolidation and management of three connecting wildlife corridors (Cuntabane-Quebo, Salifo and Tchetche).' p. 6-7. Map found at the end of document showing the corridors. The recipients are further exemplified on p. 102. Quebo is ppl within Tombali and therefore I am coding Tombali to encompass the entire area of the corridor, I am coding up to the ADM 1 as approximate. ",ADM1,2,Approximate,,3785,3575
