AidData Project ID,round,gef_id,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code,List of project's focal areas,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList,is_valid,project_id,project_title
906001218200,Biodiversity,3698,UNDP,UNDP,,ECA,,Turkmenistan,,TM,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Project Completion,GET,GEF Trust Fund,Ministry of Nature Protection,Government,,,False,False,False,False,False,False,False,False,False,False,Andrea Kutter,346313.0,3961.0,,,,,,,,,50000,50000.0,,,,,,,950000.0,950000.0,,95000.0,95000.0,,2100000.0,2598400.0,,29-May-08,5-Jun-08,,,5-Jun-08,8-Jul-09,,,,,,,,,20-Aug-09,,,30-Oct-09,20-Aug-09,30-Nov-12,30-Jun-14,,,31-Dec-13,,,,,,,,"ECA,",1,906001218200,Turkmenistan--Strengthening the Turkmenistan Protected Areas System
906001218202,Biodiversity,3693,UNDP,UNDP,,AFR,,Kenya,,KE,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Kenya Forest Service, Kenya Wildlife Service, NEMA- Ministry of Environment and Nature Kenya",Government,,,False,False,False,False,False,False,False,False,False,True,Jaime Cavelier,,4178.0,,,,,,,,,150000,150000.0,,,,,,,4500000.0,,4500000.0,450000.0,,465000.0,11000000.0,,12470000.0,23-May-08,5-Jun-08,1-Sep-08,23-Sep-08,23-Sep-08,,19-Jan-10,,,,,,,,,,,31-Jan-10,24-Sep-10,29-Dec-15,,,,,,,,,,30-Jun-12,,"AFR,",1,906001218202,Kenya--Strengthening the Protected Area Network within the Eastern Montane Forest Hotspot of Kenya
906001218204,Biodiversity,3691,World Bank,World Bank,,CEX,,Global,,1W,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Project Completion,GET,GEF Trust Fund,Wildlife Conservation Society,NGO,,,False,False,False,False,False,False,False,False,False,False,Yoko Watanabe,270938.0,,,,,,,,,,0,,,,,,,,950000.0,,,95000.0,,,1850000.0,,,13-May-08,15-May-08,,,15-May-08,11-Dec-08,,,,,,,,,,,,,11-Feb-09,30-Jun-11,31-Dec-11,,,31-Dec-11,,,,,,31-Dec-10,,"CEX,",1,906001218204,Global--Tiger Futures: Mainstreaming Conservation in Large Landscapes
906001218206,Biodiversity,3688,UNDP,UNDP,,ECA,,Montenegro,,ME,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Tourism and Environmental Protection,Government,,,False,False,False,False,False,False,False,False,False,False,Ivan Zavadsky,298074.0,4174.0,,,,,,,,,50000,50000.0,,,,,,,950000.0,950000.0,,95000.0,95000.0,,3017000.0,5439894.0,,25-Apr-08,6-May-08,,,6-May-08,4-Aug-09,,,,,,,,,18-Aug-09,,,30-Oct-09,18-Aug-09,30-Nov-12,,,,31-Dec-13,,,,,,31-Dec-12,,"ECA,",1,906001218206,Montenegro--Strengthening the Sustainability of the Protected Areas System of the Republic of Montenegro
906001218208,Biodiversity,3682,UNEP,UNEP,,AFR,,Uganda,,UG,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,Lead: National Environment Management Authority (NEMA) Uganda; Other: International Institute for Environment and Development,Government,,,False,False,False,False,False,False,False,False,False,False,Jaime Cavelier,,,,,,,,,,,30000,30000.0,,,,,,,870000.0,870000.0,,87000.0,90000.0,,900000.0,1232400.0,,14-Jul-08,28-Jul-08,,,28-Jul-08,1-Feb-10,,,,,,,,,,,,30-Apr-10,1-Jun-10,31-Oct-14,,,,1-Jan-14,,,,,,31-Dec-12,,"AFR,",1,906001218208,Uganda--Developing an Experimental Methodology for Testing the Effectiveness of Payments for Ecosystem Services to Enhance Conservation in Productive Landscapes in Uganda
906001218210,Biodiversity,3675,UNDP,UNDP,,ECA,,Moldova,,MD,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Project Completion,GET,GEF Trust Fund,"Biodiversity Office, Ministry of Ecology and Natural Resources",Government,,,False,False,False,False,False,False,False,False,False,False,Mohamed Bakarr,,4016.0,,,,,,,,,50000,50000.0,,,,,5000.0,,950000.0,950000.0,,100000.0,100000.0,,1042820.0,1091670.0,,13-Mar-08,31-Mar-08,,,31-Mar-08,10-Mar-09,,,,,,,,,,,,30-Apr-09,14-Apr-09,31-May-13,31-Dec-13,,,31-Dec-14,,,,,,31-Dec-12,,"ECA,",1,906001218210,Moldova--Improving Coverage and Management Effectiveness of the Protected Area System in Moldova
906001218212,Biodiversity,3997,UNDP,UNDP,,ECA,,Albania,,AL,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment, Forestry and Water Administration (MEFWA)",Government,,,False,False,False,False,False,False,False,False,False,False,Dirk Gaul,325999.0,4255.0,,,,,,,,,50000,50000.0,,,,,5000.0,,950000.0,950000.0,,95000.0,95000.0,,1927500.0,1977500.0,,30-Apr-09,25-Sep-09,,,25-Sep-09,9-Jun-10,,,,,,,,,,,,31-Mar-11,27-Nov-10,28-Apr-16,,,,,,,,,,30-Sep-13,,"ECA,",1,906001218212,Albania--Improving Coverage and Management Effectiveness of Marine and Coastal Protected Areas
906001218214,Biodiversity,3668,World Bank,World Bank,,AFR,,Zambia,,ZM,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Project Completion,GET,GEF Trust Fund,Kasanka Trust,NGO,,,False,False,False,False,False,False,False,False,False,False,Jaime Cavelier,,,10882.0,,,,,,,,65000,65000.0,,,,,,,835000.0,835000.0,,83500.0,90000.0,,1073000.0,992000.0,,4-Mar-08,26-Mar-08,,,26-Mar-08,4-Jun-10,,,,,,,,,,,,1-Aug-10,20-Apr-11,30-Jun-14,30-Jun-14,,,,,,,,,3-Nov-11,,"AFR,",1,906001218214,Zambia--Extension of Kasanka Management System to Lavushi Manda National Park
906001218216,Biodiversity,4330,UNDP,UNDP,,LAC,,Chile,,CL,Biodiversity,B,B,GEF - 5,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"National Environment Commission (CONAMA) with support from SAG, CONAF and NGOs ",Government,,,False,False,False,False,False,False,False,False,False,False,Mark Zimsky,,4272.0,,,,,BD-2; ,,,,200000,200000.0,,,,,20000.0,,4000000.0,,4000000.0,400000.0,,400000.0,6900000.0,,8180113.0,8-Sep-10,21-Sep-10,1-Nov-10,17-Nov-10,17-Nov-10,,18-Jul-12,,,,,,,,14-Nov-12,,,,14-Nov-12,14-Nov-16,,,,,,,,,,,,"LAC,",1,906001218216,Chile--Strengthening National Frameworks for IAS Governance - Piloting in Juan Fernandez Archipelago
906001218218,Biodiversity,3637,UNDP,UNDP,,LAC,,Mexico,,MX,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Comisi�n Nacional Forestal (CONAFOR), Rainforest Alliance (RA)",Government,PAN,Child,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,4015.0,,,,,,,,,100000,100000.0,,,,,,,6900000.0,,6900000.0,690000.0,,700000.0,17371500.0,,17471500.0,22-Jan-08,14-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,18-Mar-10,,,,,,,,,,,31-May-10,12-Nov-10,29-Apr-16,,,,,,,,,,31-May-13,,"LAC,",1,906001218218,Mexico--SFM Transforming Management of Biodiversity-rich Community Production Forests through Building National Capacities for Market-based Instruments - under the Sustainable Forest Management Program
906001218220,Biodiversity,3996,UNDP,UNDP,,LAC,,Honduras,,HN,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Nature Conservancy, Institute for Forest Conservation, SERNA",NGO,PAN,Child,False,False,False,False,False,False,False,False,False,False,Dirk Gaul,270938.0,4210.0,,,BD-4;BD-5;,;4;5;,,,,,80000,80000.0,,,,,8000.0,,829091.0,829091.0,,82909.0,82909.0,,3295000.0,3298568.0,,30-Apr-09,15-Sep-09,,,15-Sep-09,20-Oct-10,,,,,,,,,,,,31-Dec-10,26-May-11,30-Apr-15,,,,,,,,,,29-Jun-12,,"LAC,",1,906001218220,Honduras--SFM: Mainstreaming Biodiversity Conservation into the Management of Pine-Oak Forests
906001218222,Biodiversity,3626,UNEP,UNEP,,Asia,,Regional,"Micronesia, Marshall Islands, Palau","00, FM, PU, MH",Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,Micronesia Conservation Trust; Conservation International (CI); The Nature Conservancy (TNC),NGO,PAN,Child,False,False,False,False,False,False,False,False,False,True,Nicole Glineur,296630.0,,,,,,,,,,0,,,,,,,,5454545.0,,5454545.0,545455.0,,545455.0,10884000.0,,13921455.0,22-Jan-08,25-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,28-May-10,,,,,,,,,,,30-Sep-10,1-Feb-11,15-Jun-14,,,,,,,,,,28-Sep-12,,"SIDS, REG,",1,906001218222,Regional--PAS: The Micronesia Challenge : Sustainable Finance Systems for Island Protected Area Management  under the GEF Pacific Alliance for Sustainability
906001218224,Biodiversity,3616,UNDP,UNDP,,LAC,,Haiti,,HT,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"National Agency for Protected Areas (ANAP), Ministry of the Environment, Ministry of Agriculture and Natural Resources",Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,4150.0,,,,,,,,,100000,100000.0,,,,,,,2627273.0,,2627273.0,272727.0,,272727.0,6450000.0,,5850000.0,22-Jan-08,29-May-08,1-Jun-08,28-Jul-08,28-Jul-08,,14-Oct-09,,,,,,,,,,,1-Sep-09,24-Nov-09,31-Aug-14,,,,,,,,,,1-Mar-12,,"SIDS,",1,906001218224,Haiti--Establishing a Financially Sustainable National Protected Areas System
906001218226,Biodiversity,3609,UNDP,UNDP,,LAC,,Venezuela,,VE,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,INPARQUES (Ministry of Popular Power for the Environment),Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,4151.0,,,,,,,,,93400,93400.0,,,,,,,7179327.0,,7175866.0,727273.0,,726927.0,16640000.0,,23115000.0,22-Jan-08,14-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,9-Jul-09,,,,,,,,27-Jul-09,,,30-Sep-09,27-Jul-09,31-May-14,,,,31-Dec-14,,,,,,31-Dec-13,,"LAC,",1,906001218226,Venezuela--Strengthening the Financial Sustainability and Operational Effectiveness of the Venezuelan National Parks System
906001218228,Biodiversity,3607,UNDP,UNDP,,LAC,,Cuba,,CU,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Science, Technology and Environment (CITMA), through the National Center for Protected Areas (CNAP); WWF Canada",Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,3973.0,,,,,,,,,60000,60000.0,,,,,,,5710000.0,,5710000.0,577000.0,,577000.0,14150000.0,,14104906.0,22-Jan-08,15-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,4-May-09,,,,,,,,30-Sep-09,,,30-Apr-09,30-Sep-09,31-Aug-14,,,,,,,,,,,,"SIDS,",1,906001218228,Cuba--Application of a Regional Approach to the Management of Marine and Coastal Protected Areas in Cuba's Southern Archipelagos
906001218230,Biodiversity,3606,UNDP,UNDP,,Asia,,Philippines,,PH,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,Department of Environment and Natural Resources - Protected Areas and Wildlife Burea (DENR-PAWB),Government,,,False,False,False,False,False,False,False,False,False,True,Jean-Marc Sinnassamy,270938.0,3530.0,,,,,,,,,0,,,,,,,,3500000.0,,3500000.0,350000.0,,350000.0,3860000.0,,7536094.0,22-Jan-08,30-May-08,1-Jun-08,28-Jul-08,28-Jul-08,,6-Nov-09,,,,,,,,,,,30-Sep-09,15-Feb-10,31-Aug-14,,,,31-Dec-15,,,,,,31-Dec-12,,"Asia,",1,906001218230,Philippines--Expanding and Diversifying the National System of Terrestrial Protected Areas
906001218232,Biodiversity,3604,UNDP,UNDP,,LAC,,Colombia,,CO,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment, Humboldt Institute, Ministry of Agriculture",Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,3883.0,,,,,,,,,300000,300000.0,,,,,,,2500000.0,,2500000.0,250000.0,,280000.0,5130000.0,,7031399.0,22-Jan-08,14-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,23-Dec-09,,,,,,,,,,,30-Apr-10,13-Jul-10,28-Feb-15,,,,,,,,,,31-Oct-12,,"LAC,",1,906001218232,Colombia--Mainstreaming Traditional Knowledge Associated with Agrobiodiversity in Colombian Agroecosystems
906001218234,Biodiversity,3971,UNDP,UNDP,,LAC,,Bolivia,,BO,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Vice-Ministry of Environment, Biodiversity, Climate Change and Forest Management.    ",Government,PAN,Child,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,4197.0,,,BD-4;BD-5;,;4;5;,,,,,100000,100000.0,,,,,10000.0,,5500000.0,,5500000.0,550000.0,,550000.0,10500000.0,,10885000.0,14-Apr-09,17-Apr-09,30-Jun-09,24-Jun-09,24-Jun-09,,11-Aug-11,,,,,,,,,,,30-Sep-11,15-Apr-12,30-Apr-17,,,,,,,,,,30-Sep-13,,"LAC,",1,906001218234,Bolivia--SFM Biodiversity Conservation through Sustainable Forest Management by Local Communities
906001218236,Biodiversity,3603,UNDP,UNDP,,Asia,,Vietnam,,VN,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Natural Resources and Environment and Ministry of Agriculture and Rural Development. ,Government,,,False,False,False,False,False,False,False,False,False,True,Yoko Watanabe,270938.0,3965.0,,,,,,,,,100000,100000.0,,,,,,,3536360.0,,3536360.0,353636.0,,363636.0,15150000.0,,18541043.0,21-Jan-08,19-Feb-08,1-Jun-08,28-Jul-08,28-Jul-08,,24-Mar-10,,,,,,,,,,,31-Aug-10,22-Dec-10,30-Jul-15,,,,,,,,,,31-Jul-12,,"Asia,",1,906001218236,Vietnam--Removing Barriers Hindering PA Management Effectiveness in Vietnam
906001218238,Biodiversity,3590,UNDP,UNDP,,LAC,,Colombia,,CO,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"The Colombian Coffee Federation (FNC), The Von Humboldt Institute, Regional Autonomous Corporations, Rainforest Alliance and Fundaci�n Natura",Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,3882.0,,,,,,,,,230000,230000.0,,,,,,,2000000.0,,2000000.0,200000.0,,223000.0,5270000.0,,5812055.0,14-Jan-08,22-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,30-Oct-09,,,,,,,,,,,26-Feb-10,22-Feb-10,31-Jan-15,,,,31-Dec-16,,,,,,31-Dec-13,,"LAC,",1,906001218238,Colombia--Mainstreaming Biodiversity in the Coffee Sector in Colombia
906001218240,Biodiversity,3556,UNDP,UNDP,,ECA,,Uzbekistan,,UZ,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Project Completion,GET,GEF Trust Fund,"Ministry of Agriculture and Water Management, Main Forestry Department",Government,,,False,False,False,False,False,False,False,False,False,False,Andrea Kutter,,2111.0,,,,,,,,,25000,,25000.0,,,,,,975000.0,,,100000.0,,,1240000.0,,,5-Dec-07,29-Jan-08,,,29-Jan-08,4-Apr-08,,,,,,,,,,,,,29-Jun-08,31-Dec-12,20-Aug-13,,,31-Dec-13,,,,,,31-Dec-11,,"ECA,",1,906001218240,Uzbekistan--Strengthening Sustainability of the National Protected Area System by Focusing on Strictly Protected Areas
906001218242,Biodiversity,3550,UNDP,UNDP,,ECA,,Turkey,,TR,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Project Completion,GET,GEF Trust Fund,Ministry of Environment,Government,,,False,False,False,False,False,False,False,False,False,True,Jaime Cavelier,239109.0,3697.0,,,,,,,,,100000,100000.0,,,,,,,2300000.0,,2200000.0,230000.0,,230000.0,4000000.0,,4020000.0,9-Nov-07,26-Nov-07,1-Feb-08,22-Feb-08,22-Feb-08,,17-Apr-09,,,,,,,,,,,30-Oct-09,29-May-09,29-Oct-13,30-Apr-14,,,31-Dec-14,,,,,,31-Dec-12,,"ECA,",1,906001218242,Turkey--Strengthening Protected Area Network of Turkey  Catalyzing Sustainability of Marine and Coastal Protected Areas
906001218246,Biodiversity,3548,IADB,IADB,,LAC,,Ecuador,,EC,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment,Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,,,,,,,,,,230000,205000.0,25000.0,,,,,,4000000.0,,4000000.0,423000.0,,423000.0,6000000.0,,17300000.0,9-Nov-07,7-Feb-08,1-Apr-08,24-Apr-08,24-Apr-08,,5-Jan-10,,,,,,,,,,,28-Feb-10,6-Aug-10,6-Dec-15,,,,,,,,,,31-Jul-12,,"LAC,",1,906001218246,Ecuador--Marine and Coastal Biodiversity Conservation
906001218248,Biodiversity,3532,IADB,IADB,,LAC,,Colombia,,CO,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,CORALINA,Government,,,False,False,False,False,False,False,False,False,False,True,Mark Zimsky,,,,,,,,,,,150000,150000.0,,,,,,,3000000.0,,3000000.0,300000.0,,315000.0,4150000.0,,6253000.0,9-Nov-07,6-Dec-07,1-Feb-08,22-Feb-08,22-Feb-08,,3-Nov-09,,,,,,,,4-Nov-09,,,31-Jan-10,17-Dec-09,17-Dec-14,,,,16-Sep-12,,,,,,30-Apr-13,30-Apr-13,"LAC,",1,906001218248,Colombia--Protecting Biodiversity in the Southwestern Caribbean Sea
906001218250,Biodiversity,3526,UNDP,UNDP,,AFR,,Mauritius,,MU,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Agro-industry and Fisheries (National Parks and Conservation Service) and Mauritian Wildlife Foundation (MWF),Government,,,False,False,False,False,False,False,False,False,False,True,Jaime Cavelier,,3749.0,,,,,,,,,150000,150000.0,,,,,,,4000000.0,,4000000.0,400000.0,,415000.0,6000000.0,,11764400.0,19-Oct-07,18-Dec-07,1-Feb-08,22-Feb-08,22-Feb-08,,15-Dec-09,,,,,,,,,,,30-Apr-10,5-Mar-10,28-Feb-15,,,,31-Dec-16,,,,,,31-Dec-14,,"SIDS,",1,906001218250,Mauritius--Expanding Coverage and Strengthening Management Effectiveness of the Terrestrial Protected Area Network on the Island of Mauritius
906001218256,Biodiversity,2924,World Bank,World Bank,,AFR,,South Africa,,ZA,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,St. Lucia Wetland Park Authority,Government,,,False,False,False,False,False,False,False,False,False,True,Jaime Cavelier,,,86528.0,-2-,BD-1;BD-2;BD-3;BD-4;,;1;2;3;4;,,,,,310000,310000.0,,,,,,,9000000.0,,9000000.0,931000.0,,931000.0,15000000.0,,12700000.0,13-Oct-05,14-Jun-08,1-Sep-08,23-Sep-08,23-Sep-08,,13-Oct-09,,,,,,,,,,,26-Nov-09,24-Mar-10,30-Nov-14,,,,,,,,,,31-Dec-12,,"AFR,",1,906001218256,South Africa—Development Empowerment and Conservation in the Greater St Lucia Wetland Park and Surrounding Region
906001218258,Biodiversity,3950,UNDP,UNDP,,ECA,,Uzbekistan,,UZ,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,State Committee for Nature Portection of the Republic of Uzbekistan,Government,,,False,False,False,False,False,False,False,False,False,False,Mohamed Bakarr,,4280.0,,,BD-4;,;4;,,,,,50000,50000.0,,,,,5000.0,,950000.0,950000.0,,95000.0,95000.0,,2000000.0,7395812.0,,7-Apr-09,22-Apr-09,,,22-Apr-09,3-Aug-10,,,,,,,,,,,,31-Jul-10,9-Nov-10,30-Jul-14,,,,,,,,,,31-Jul-12,,"ECA,",1,906001218258,Uzbekistan--Mainstreaming biodiversity into Uzbekistan’s oil-and-gas sector policies and operations
906001218262,Biodiversity,3949,UNDP,UNDP,,ECA,,Georgia,,GE,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,Caucasus Protected Areas Fund (CPAF),Government,,,False,False,False,False,False,False,False,False,False,False,Dirk Gaul,325999.0,4285.0,,,,,,,,,0,,,,,,,,1000000.0,1000000.0,,100000.0,100000.0,,4635000.0,4734000.0,,7-Apr-09,22-Apr-09,,,22-Apr-09,19-May-10,,,,,,,,,,,,31-Jul-10,25-Jul-10,30-Jul-17,,,,,,,,,,31-Jan-14,,"ECA,",1,906001218262,Georgia--Ensuring Sufficiency and Predictability of Revenues for the Protected Areas Systems
906001218264,Biodiversity,3946,UNDP,UNDP,,ECA,,Serbia,,YF,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment and Spatial Planning,Government,,,False,False,False,False,False,False,False,False,False,False,Ivan Zavadsky,,4281.0,,,,,,,,,50000,50000.0,,,,,5000.0,,950000.0,950000.0,,95000.0,95000.0,,2970000.0,4581420.0,,6-Apr-09,22-Apr-09,,,22-Apr-09,21-Jan-10,,,,,,,,,,,,28-Feb-10,23-Mar-10,30-Apr-14,,,,31-Dec-15,,,,,,31-Dec-12,,"ECA,",1,906001218264,Serbia--Ensuring Financial Sustainability of the Protected Area System
906001218266,Biodiversity,3945,UNDP,UNDP,,ECA,,Armenia,,AM,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,Caucasus Protected Areas Trust Fund (CPAF),Foundation,,,False,False,False,False,False,False,False,False,False,False,Ivan Zavadsky,349360.0,4258.0,,,,,,,,,10000,10000.0,,,,,1000.0,,990000.0,990000.0,,99000.0,99000.0,,4535000.0,4760000.0,,6-Apr-09,8-May-09,,,8-May-09,25-Jun-10,,,,,,,,,,,,30-Sep-10,7-Oct-10,29-Oct-17,,,,,,,,,,31-Mar-14,,"ECA,",1,906001218266,Armenia--Catalyzing Financial Sustainability of Armenia's Protected Areas System
906001218268,Biodiversity,3941,UNDP,UNDP,,Asia,,India,,IN,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Union Ministry of Environment and Forest (MOEF), Maharashtra Department of Environment and Forests",Government,PAN,Child,False,False,False,False,False,False,False,False,False,True,Ivan Zavadsky,379001.0,4242.0,,,BD-2;BD-4;,;2;4;,,,,,0,,,,,,,,3438294.0,,3438294.0,343829.0,,343829.0,10200000.0,,12000000.0,2-Apr-09,13-Jul-09,1-Nov-09,12-Nov-09,12-Nov-09,,14-Jul-11,,,,,,,,27-Oct-11,,,31-Aug-11,26-Oct-11,31-May-16,,,,,,,,,,31-Mar-14,,"Asia,",1,906001218268,India--IND-BD Mainstreaming Coastal and Marine Biodiversity Conservation into Production Sectors in the Malvan Coast Maharashtra State
906001218270,Biodiversity,3936,UNDP,UNDP,,Asia,,India,,IN,Biodiversity,B,B,GEF - 4,FP,Full-Sized Project,Under Implmentation,GET,GEF Trust Fund,"Ministry of Environment and Forest (MOEF); State Government of Andhra Pradesh; Government of India/Wildlife Wing; Environment, Forests, Science & Technology Dept; ",Government,PAN,Child,False,False,False,False,False,False,False,False,False,True,Ulrich Apel,378397.0,4257.0,,,BD-2;BD-4;,;2;4;,,,,,100000,100000.0,,,,,10000.0,,6023636.0,,6023636.0,602364.0,,602364.0,17700000.0,,18000000.0,2-Apr-09,27-Apr-09,15-Jun-09,24-Jun-09,24-Jun-09,,21-Mar-11,,,,,,,,,,,30-Jun-11,8-Jun-11,30-Mar-16,,,,,,,,,,30-Oct-12,,"Asia,",1,906001218270,India--IND-BD Mainstreaming Coastal and Marine Biodiversity Conservation into Production Sectors in the Godavari River Estuary in Andhra Pradesh State
906001218272,Biodiversity,4286,World Bank,World Bank,,Asia,,Vietnam,,VN,Biodiversity,B,B,GEF - 4,MSP,Medium-Sized Project,Under Implmentation,GET,GEF Trust Fund,"MONRE, BCA",Government,,,False,False,False,False,False,False,False,False,False,False,Yoko Watanabe,226576.0,,,,,,,,,,0,,,,,,,,1000000.0,1000000.0,,100000.0,100000.0,,1350000.0,1790000.0,,18-Jun-10,25-Jun-10,,,25-Jun-10,15-Nov-11,,,,,,,,,16-Apr-12,,,1-Dec-11,17-Apr-12,1-May-15,,,,,,,,,,31-Mar-13,,"Asia,",1,906001218272,Vietnam--Wildlife Consumption: Reforming Policies and Practices to Strengthen Biodiversity Conservation
