"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"683",365447.53125,881.7634277344,245.3970223325,6.3691358566,397.536977492,287.5550537109,0,60.8803415333,12.11667,-61.66667,NA,NA,NA,NA,NA,NA,7.4703087886,1750.55639648,1,-3,NA,NA,NA,NA,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"684",2007.0888671875,9500.41015625,310.9025477707,0.85788697,312.8349282297,12.0212898254,1,16.6450285158,9.5,2.25,361,1.15,92.5625,29.6,24.8,27.0416666667,0,2765.44604492,1,-3,0.77033114307492,0.77033114307492,-3.89442907374216,0.77033114307492,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"686",7131.6928710938,1062.5042724609,920.4319899244,4.9230942726,496.0141509434,7.1168208122,0,0,11.83333,42.5,51.6,0,13.0625,34.55,24.45,29.1041666667,0,1132.22998047,1,0,0.582364410389795,0.582364410389795,0,0.582364410389795,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"688",1657.908203125,691.4720458984,212.307544757,1.4452162981,219.6658653846,77.8764419556,0,67.7857912203,6.5,-9.5,413.475,22,161.4604166667,27.025,24.725,25.9979166667,0,3188.828125,1,-3,0.922623924523187,0.922623924523187,-3.25159571550283,0.922623924523187,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"690",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,-3,NA,NA,NA,NA,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"692",1812.8353271484,256.472076416,1412.2178217822,5.0635786057,188.9042056075,137.4710845947,0,73.0509084402,15.5,-90.25,424.5,85.3,235.8916666667,22.8,19.1,21.1375,2.2494172494,2559.99707031,1,0,0.93562855139151,0.93562855139151,0,0.93562855139151,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"693",NA,NA,NA,NA,NA,NA,0,0,16,-24,NA,NA,NA,NA,NA,NA,0,391.202575684,1,-3,NA,NA,NA,NA,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"696",15198538,672.4438476563,113.6609195402,5.9262189865,2054.2441860465,185.6255950928,0,0,-21.24842,-159.78516,353.5,73.5,164.5666666667,27.4,22,24.6666666667,3.013667426,958.58581543,1,-3,0.614520232220937,0.614520232220937,-4.88185716710694,0.614520232220937,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"697",2446.9626464844,691.3788452148,1694.2435897436,4.841006279,94.2233009709,322.7163391113,0,16.7750397185,-3.5,30,255.175,0,106.49375,20.475,17.775,19.0020833333,0.5755395683,2547.1262207,1,-2,0.868205311613291,0.868205311613291,-2.30360258483517,0.868205311613291,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"702",NA,NA,281.5384615385,12.1659498215,3625.2602739726,28.6159381866,0,0,-14.23377,-169.47767,NA,NA,NA,NA,NA,NA,0.4798099762,814.573120117,1,-3,NA,NA,NA,NA,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"703",1289.5385742188,12342.3994140625,294.8459657702,0.340739429,1018.662037037,0.1451878101,0,0,18,-2,40.425,0,8.1541666667,36.375,21.6,30.05,0,1041.79174805,1,-1,0.671582643943845,0.671582643943845,-1.48902001714567,0.671582643943845,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"704",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,-3,0.636246199984728,0.636246199984728,-4.71515586273365,0.636246199984728,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"709",2765.3859863281,5015.4946289063,130.6326530612,0.3535171747,481.4302884615,28.6694393158,0,14.8512206089,8.1,-1.2,215.1,0,114.7583333333,30.1,25.6,27.6333333333,0,2417.62695312,1,-3,0.871638389063148,0.871638389063148,-3.44179425509752,0.871638389063148,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"711",3278.7641601563,697.049987793,1280.771012931,7.1016602516,37.3223140496,810.4345703125,0,1.5708623246,33.83333,35.83333,292.2,0.8,103.6583333333,19.5,-0.3,10.775,31.7218813906,2577.46191406,1,0,0.966718762221731,0.966718762221731,0,0.966718762221731,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"713",1735.0737304688,383.735534668,1871.2202970297,2.8330910206,135.6355140187,163.4156494141,0,0.1503852036,15,39,163.525,5.6,43.8729166667,23,17.425,20.6729166667,0.9044289044,1989.95056152,1,0,0.608863369969299,0.608863369969299,0,0.608863369969299,1.0933157282911,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"714",3482.8669433594,3374.8156738281,317.7819548872,0.3380663991,129.7971698113,174.3115997314,0,0.1854542333,12.5,-1.66667,181.1,0.1,51.0791666667,33.8,24.75,29.0375,0.5409836066,1929.55664062,1,-3,0.645476475698472,0.645476475698472,-4.64772941067092,0.645476475698472,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"717",3915.3354492188,23924.48046875,1024.3667481663,1.5099328756,2307.3703703704,0.8175539374,1,4.64984353277e-06,18,9,43.625,0,7.1229166667,31.95,15.85,25.8854166667,0,1105.57666016,1,0,0.840551027244971,0.840551027244971,0,0.840551027244971,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"719",2233.0837402344,5603.8349609375,144.2226095618,0.9840249419,401.0381679389,4.2582578659,0,0,39.75,59.66667,35.8,0,8.175,32.2,-3.1,16.6916666667,0,1135.46484375,1,0,0.838580595188104,0.838580595188104,0,0.838580595188104,-0.722453047661766,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"727",1685.3657226563,1409.5769042969,151.8410883281,0.4265660942,23.0519877676,135.2608337402,0,36.7845888819,53.08333,29.16667,128.8,20.35,51.2791666667,21.9,-9.75,7.5083333333,12.0558069382,2704.06762695,1,-1,0.964094809837909,0.964094809837909,-1.0372423850805,0.964094809837909,1.0933157282911,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"734",1397323.625,3605.5512695313,8.5434782609,0.1497221738,3125.8823529412,880.2933349609,0,0,1.421,172.984,NA,NA,NA,NA,NA,NA,0.9632352941,653.55291748,1,-3,NA,NA,NA,NA,-0.722453047661766,3897,"PAS: Phoenix Islands Protected Area (PIPA)"
"735",1857.9095458984,1257.4660644531,181.07956778,3.7868747711,59.9661654135,169.7081451416,0,5.3283873168,41,20,192.25,35.4,96.40625,23.575,3.85,14.1895833333,6.0635514019,2989.24926758,1,-1,0.873041456352725,0.873041456352725,-1.14542097940877,0.873041456352725,1.0933157282911,3895,"BS: Capacity Building for the Implementation of the National Biosafety Framework "
"736",1185.5339355469,1135.3385009766,80.5395408163,1.6629638672,95.9759615385,118.0182189941,1,37.4337480162,9,-80,398.35,25.3,219,28.15,26.4,27.1625,0.1822541966,2231.72607422,1,-2,0.936195631518441,0.936195631518441,-2.13630563171519,0.936195631518441,1.0933157282911,3889,"Mainstreaming biodiversity conservation through low-impact ecotourism in the SINAP"
"738",2766.1657714844,1311.7674560547,333.6851145038,7.0430235863,118.4265060241,42.7485580444,1,55.9005846118,8.7158683536,-79.9516084131,404.8,28.8,231.0833333333,28.1,26.1,26.9333333333,3.1837708831,2451.5,1,-2,0.96461736649917,0.96461736649917,-2.07336097136472,0.96461736649917,1.0933157282911,3889,"Mainstreaming biodiversity conservation through low-impact ecotourism in the SINAP"
"739",94556.1640625,234.959197998,51.5521350546,1.7593092918,9.5038167939,1001.9158935547,1,23.4773958429,8.98936,-79.5258,381.7,21.2,211.4583333333,28,26.45,27.1333333333,39.4523809524,1213.84997559,1,-2,0.973713293390777,0.973713293390777,-2.0539927035764,0.973713293390777,1.0933157282911,3889,"Mainstreaming biodiversity conservation through low-impact ecotourism in the SINAP"
"741",765764.875,111.111114502,22.1666666667,1.0863748789,216.0864197531,12.4277801514,1,18.8763510696,9.30844,-82.14416,493,116.5,221.6583333333,27.5,26.3,26.9583333333,0.1217183771,1210.21166992,1,-1,0.452731896789387,0.452731896789387,-2.20881278101155,0.452731896789387,1.0933157282911,3889,"Mainstreaming biodiversity conservation through low-impact ecotourism in the SINAP"
"745",3478.3645019531,1264.4731445313,1959.0711111111,11.474158287,265.1606714628,47.4378471375,2,73.8074788367,8.80917,-82.54148,449.85,90.3,269.4375,21.8,19.95,20.7958333333,2.6214285714,1806.0625,1,-2,0.950529804677151,0.950529804677151,-2.10408972991573,0.950529804677151,1.0933157282911,3889,"Mainstreaming biodiversity conservation through low-impact ecotourism in the SINAP"
"748",1346.4688720703,862.3558959961,304.1546134663,2.9866588116,37.7216981132,428.0968017578,1,33.6661357854,13.7,-89.7,242.5,0,86.225,27.5,24.8,26.0583333333,10.7272727273,3617.02539062,1,-2,0.921673204094107,0.921673204094107,-2.16996652513703,0.921673204094107,1.0933157282911,3863,"Mainstreaming Biodiversity Management into Fisheries and Tourism Activities carried out in Coastal /Marine Ecosystems"
"750",998.8021850586,4523.10546875,323.8664556962,2.5305550098,526.0404761905,2.007298708,0,86.9573224112,-10,-75.25,350.85,48.25,167.7875,37.15,34.85,36.475,0,3266.46582031,1,-3,0.919528812940026,0.919528812940026,-3.26254050746713,0.919528812940026,-0.722453047661766,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"751",1586.2142333984,1903.3830566406,226.083974359,0.2024975866,143.390776699,183.9405975342,0,14.3576031053,4,-73.25,664.3,4,300.05,29.1,25.75,27.0541666667,2.6498800959,3177.77172852,1,-1,0.972584786240545,0.972584786240545,-1.02818799363028,0.972584786240545,-0.722453047661766,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"754",1185.5339355469,1135.3385009766,80.5395408163,1.6629638672,95.9759615385,118.0182189941,1,37.4337480162,9,-80,398.35,25.3,219,28.15,26.4,27.1625,0.1822541966,2231.72607422,1,-2,0.936195631518441,0.936195631518441,-2.13630563171519,0.936195631518441,1.0933157282911,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"756",3465.9426269531,274.7145996094,1523.5443037975,6.4136433601,55.580952381,1541.6683349609,0,60.7433308,10,-84,511.85,131.975,309.8520833333,24.55,22.7,23.5395833333,32.2158273381,1564.54370117,1,-2,0.938633223860115,0.938633223860115,-2.13075773279687,0.938633223860115,1.0933157282911,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"757",2882.0598144531,1494.8046875,126.2786396181,1.3646476269,54.5344036697,109.7482070923,0,15.8030707822,22,-79.5,288.025,2.075,98.0770833333,27.975,22.375,25.4333333333,8.7561521253,2831.79492188,1,-1,0.870394075029867,0.870394075029867,-1.14890487962672,0.870394075029867,1.0933157282911,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"759",1817.2506103516,2966.6594238281,166.0078313253,0.3013979495,80.5596330275,134.2643127441,0,0.0035367396,21,96,287.375,0,79.94375,31.175,22.125,26.96875,0.4259681093,2048.63085938,1,-2,0.558745137809099,0.558745137809099,-3.57944949255795,0.558745137809099,-0.722453047661766,3853,"Building Capacity for Regionally Harmonized National Processes for Implementing CBD Provisions on Access to Genetic Resources and Sharing of Benefits"
"763",2591.138671875,8655.91796875,97.7524752475,0.7264413238,361.6004672897,79.9169769287,0,0.4267125675,15.5,101,328.275,4,94.8520833333,30.225,24.65,27.7729166667,2.1771561772,2169.18896484,1,-3,0.583534877515209,0.583534877515209,-5.14108087724681,0.583534877515209,-0.722453047661766,3853,"Building Capacity for Regionally Harmonized National Processes for Implementing CBD Provisions on Access to Genetic Resources and Sharing of Benefits"
"765",2002.8836669922,2047.6291503906,41.685625,0.2866414785,233.1462264151,34.206401825,0,38.4788970081,13,105,301.675,0,87.4958333333,30.85,26.225,28.425,0,3052.96191406,1,0,0.75275690813969,0.75275690813969,0,0.75275690813969,-0.722453047661766,3853,"Building Capacity for Regionally Harmonized National Processes for Implementing CBD Provisions on Access to Genetic Resources and Sharing of Benefits"
"770",998.8021850586,4523.10546875,323.8664556962,2.5305550098,526.0404761905,2.007298708,0,86.9573224112,-10,-75.25,350.85,48.25,167.7875,37.15,34.85,36.475,0,3266.46582031,1,-3,0.919528812940026,0.919528812940026,-3.26254050746713,0.919528812940026,-0.722453047661766,4260,"The GEF Earth Fund: Public-Private Funding Mechanisms for Watershed Protection"
"772",1586.2142333984,1903.3830566406,226.083974359,0.2024975866,143.390776699,183.9405975342,0,14.3576031053,4,-73.25,664.3,4,300.05,29.1,25.75,27.0541666667,2.6498800959,3177.77172852,1,-1,0.972584786240545,0.972584786240545,-1.02818799363028,0.972584786240545,-0.722453047661766,4260,"The GEF Earth Fund: Public-Private Funding Mechanisms for Watershed Protection"
"774",NA,NA,NA,NA,NA,NA,0,0,20.38583,-72.33398,NA,NA,NA,NA,NA,NA,0,500.562133789,1,-1,NA,NA,NA,NA,-0.722453047661766,4260,"The GEF Earth Fund: Public-Private Funding Mechanisms for Watershed Protection"
"775",2009.220703125,1524.4477539063,572,3.4152472019,123.6975524476,44.8101196289,2,28.0732436958,46,25,100.7,7.425,36.4583333333,20.975,-4.45,9.23125,0.9288194444,3060.62133789,1,0,0.941949382508165,0.941949382508165,0,0.941949382508165,1.0933157282911,3849,"Improving the Financial Sustainability of the Carpathian System of Protected Areas"
"776",2100.1232910156,4723.4384765625,2.9848484848,0.17415075,57.5970149254,107.1217956543,0,6.3164537209,-2.84022,-41.82881,NA,NA,NA,NA,NA,NA,5.8902439024,2886.76171875,1,0,NA,NA,NA,NA,-0.722453047661766,3848,"Integrated Management of the Ilha Grande Bay Ecosystem"
"782",1847.2623291016,3543.2482910156,8.0073349633,0.2616307139,95.4467592593,194.3495788574,0,6.878184756,18,-92.66667,366.95,42.45,183.7791666667,28.85,21.05,25.7,4.8438228438,3776.22705078,1,0,0.882922128677164,0.882922128677164,0,0.882922128677164,-0.722453047661766,4207,"Sustainable Production Systems and Biodiversity Project"
"783",2248.48046875,1133.4107666016,1458.4224137931,7.7852606773,98.7615740741,61.2064437866,0,35.7311421783,16.5,-92.5,299.2,8.675,111.4875,21.525,16.425,19.3416666667,6.9114219114,2692.04150391,1,0,0.932474740697425,0.932474740697425,0,0.932474740697425,1.0933157282911,4207,"Sustainable Production Systems and Biodiversity Project"
"784",1867.8803710938,2285.0065917969,25.7765060241,0.2308464646,205.0986238532,7.5793380737,0,81.4637443511,20.75,-88.83333,387,13.6,109.4916666667,29.2,23.6,26.7333333333,1.0387243736,3714.87841797,1,0,0.935806996705835,0.935806996705835,0,0.935806996705835,-0.722453047661766,4207,"Sustainable Production Systems and Biodiversity Project"
"788",2756.4311523438,3715.9006347656,1429.7262979684,8.3593482971,237.702991453,92.6753082275,0,0.0019350404,30,70,19.4,0,6.6020833333,33.15,11.55,23.75,1.5414012739,1206.68286133,1,-2,0.634145526674949,0.634145526674949,-3.15385020609814,0.634145526674949,-0.722453047661766,3825,"Mountains and Markets: Biodiversity and Business in Northern Pakistan"
"797",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,-3,NA,NA,NA,NA,1.0933157282911,3819,"PAS: Forestry and Protected Area Management"
"800",NA,NA,NA,NA,NA,NA,0,0,-16,167,NA,NA,NA,NA,NA,NA,0,841.916931152,1,-1,NA,NA,NA,NA,-0.722453047661766,3819,"PAS: Forestry and Protected Area Management"
"801",2248.48046875,1133.4107666016,1458.4224137931,7.7852606773,98.7615740741,61.2064437866,0,35.7311421783,16.5,-92.5,299.2,8.675,111.4875,21.525,16.425,19.3416666667,6.9114219114,2692.04150391,1,0,0.932474740697425,0.932474740697425,0,0.932474740697425,1.0933157282911,3816,"Mainstreaming the Conservation of Ecosystem Services and Biodiversity at the Micro-watershed Scale in Chiapas"
"806",1512.6960449219,937.1906738281,1472.0948419301,1.8534193039,535.2926315789,0.6874852777,0,0.0573826455,-30.98308,26.00931,99.85,7.375,32.2395833333,20.275,5.2,14.4958333333,0,2024.38513184,1,0,0.881719441128636,0.881719441128636,0,0.881719441128636,1.0933157282911,3807,"Project for Ecosystem Services (ProEcoServ)"
"807",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,439.042755127,1,-1,NA,NA,NA,NA,-0.722453047661766,3807,"Project for Ecosystem Services (ProEcoServ)"
"810",1969.4373779297,2149.1430664063,655.7398568019,1.1046363115,65.9311926606,292.9481811523,0,0.2960401878,22,79,443.55,0.225,91.775,33.6,18.375,25.2791666667,7.6935123043,2204.42089844,1,-3,0.706510859421574,0.706510859421574,-4.24621923356723,0.706510859421574,-0.722453047661766,3801,"Strengthening the Implementation of the Biological Diversity Act and Rules with Focus on its Access and Benefit Sharing Provisions"
"814",2594.3972167969,4302.6020507813,248.7640931373,0.9290698171,310.2731481481,9.2027301788,0,89.9656071053,-17,-65,546.275,112.1,277.4479166667,30.525,23.075,28.0083333333,0,3272.83007812,1,0,0.937431788349155,0.937431788349155,0,0.937431788349155,-0.722453047661766,3790,"Communities of Conservation: Safeguarding the World's Most Threatened Species"
"817",1031.0798339844,838.3516235352,2672.6608974359,5.5842547417,17.895631068,736.1709594727,0,17.5035061883,-2.9,-78.98333,270.85,16.2,88.9041666667,9.65,7.9,8.9416666667,29.0863309353,1802.46972656,1,-1,0.957711756093824,0.957711756093824,-1.0441555025686,0.957711756093824,1.0933157282911,3790,"Communities of Conservation: Safeguarding the World's Most Threatened Species"
"819",3309.1625976563,7631.470703125,65.2806122449,0.2674485147,514.8365384615,10.1221504211,0,0.4677556646,8,-66,323.75,0.5,111.7625,28.975,26.25,27.7375,0,2006.12573242,1,-1,0.795630391373686,0.795630391373686,-1.25686501023856,0.795630391373686,-0.722453047661766,3790,"Communities of Conservation: Safeguarding the World's Most Threatened Species"
"820",1587.7547607422,2971.5419921875,347.3182397959,0.9133900404,159.9543269231,42.45079422,0,12.3492548987,8.66667,1.08333,267.1,0,107.6708333333,28.9,24.25,26.1375,0,2613.63842773,1,-3,0.828715997627253,0.828715997627253,-3.62005802782797,0.828715997627253,-0.722453047661766,3781,"SPWA-BD: Evolution of PA systems with regard to climate change in the West Africa Region "
"821",1289.5385742188,12342.3994140625,294.8459657702,0.340739429,1018.662037037,0.1451878101,0,0,18,-2,40.425,0,8.1541666667,36.375,21.6,30.05,0,1041.79174805,1,-1,0.671582643943845,0.671582643943845,-1.48902001714567,0.671582643943845,-0.722453047661766,3781,"SPWA-BD: Evolution of PA systems with regard to climate change in the West Africa Region "
"822",1832.6340332031,496.6928100586,350.5650510204,1.1322458982,313.5336538462,42.2705841064,0,55.4721482977,8.5,-11.5,494.95,18.325,161.1791666667,27.875,25,26.4895833333,0,3624.3659668,1,-2,0.903549538666275,0.903549538666275,-2.21349235920389,0.903549538666275,1.0933157282911,3781,"SPWA-BD: Evolution of PA systems with regard to climate change in the West Africa Region "
"823",1520.5865478516,17595.171875,342.0866336634,0.1406189352,706.9065420561,6.0646119118,2,0,15,19,55.25,0,10.5541666667,34.625,22.15,29.4958333333,0,1326.93322754,1,0,0.626029505243885,0.626029505243885,0,0.626029505243885,-0.722453047661766,3781,"SPWA-BD: Evolution of PA systems with regard to climate change in the West Africa Region "
"824",1738.4621582031,883.4922485352,16.3734413965,0.4952503741,272.9146919431,87.60962677,1,6.8670063906,13.5,-15.5,226.85,0,63.8958333333,30.375,25.775,28.3916666667,0.2284382284,2390.96142578,1,-3,0.68805274569391,0.68805274569391,-4.36013084574564,0.68805274569391,1.0933157282911,3781,"SPWA-BD: Evolution of PA systems with regard to climate change in the West Africa Region "
"829",2007.0888671875,9500.41015625,310.9025477707,0.85788697,312.8349282297,12.0212898254,1,16.6450285158,9.5,2.25,361,1.15,92.5625,29.6,24.8,27.0416666667,0,2765.44604492,1,-3,0.77033114307492,0.77033114307492,-3.89442907374216,0.77033114307492,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"830",1451.7625732422,2173.1716308594,26.3369565217,0.4691357315,79.0817307692,404.1295471191,0,15.6326647425,6.61667,2.51667,273.7,0.7,92.3875,29.3,25.4,27.4958333333,1.2949640288,2327.91699219,1,-3,0.748566409236236,0.748566409236236,-4.0076604600264,0.748566409236236,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"831",3628.7294921875,2115.9272460938,73.442455243,0.7266611457,105.5600961538,121.0218429565,0,25.7254929052,6.91667,2.16667,308.1,0,103.1416666667,29.55,25.45,27.5541666667,0,2514.88232422,1,-3,0.802958965862581,0.802958965862581,-3.73618096010329,0.802958965862581,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"832",2773.72265625,17764.6171875,208.9261363636,0.7320961356,1022.1103117506,9.5196237564,2,9.157324824,11.2305,1.5266,232.85,0,71.4041666667,32.55,26.6,28.8833333333,0,2528.3269043,1,-3,0.831696254801015,0.831696254801015,-3.60708609986197,0.831696254801015,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"833",2140.6994628906,1858.7006835938,39.2122762148,0.6685628891,163.0096153846,229.1715545654,0,18.4947501182,6.58333,1.83333,242.9,0,94.175,29.3,25.3,27.45,0.5683453237,2453.90454102,1,-3,0.795014130526997,0.795014130526997,-3.77351783421933,0.795014130526997,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"834",2455.5578613281,9274.7001953125,264.1663516068,0.4441657662,804.0767386091,5.7790236473,2,5.2668728801,12.07596,2.5235,223.4,0,67.4708333333,33.85,24.8,28.875,0,2519.39306641,1,-2,0.812289747639448,0.812289747639448,-2.46217560397887,0.812289747639448,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"835",2989.1142578125,3721.0112304688,241.90625,0.7670230269,337.6850961538,23.1809444427,0,23.5129084328,8.25,1.75,211.9,0,94.3666666667,29.3,24.8,26.9916666667,0,2653.03417969,1,-3,0.852330476071898,0.852330476071898,-3.51976150591961,0.852330476071898,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"836",3004.9506835938,4122.5,147.2474554707,0.7426276207,253.5574162679,34.3848953247,0,15.7606137501,7.431,1.938,281.2,0,105.2277777778,29.3666666667,25.1333333333,27.2111111111,0,2383.72973633,1,-3,0.80846628169611,0.80846628169611,-3.71072989427115,0.80846628169611,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"837",2340.587890625,4187.8198242188,374.9034307497,0.8222942352,166.9619047619,15.5688180923,0,13.9174421012,9.75,2.75,363.6,0,93.5916666667,29,24.4,26.4916666667,0,2855.14208984,1,-3,0.751148383439827,0.751148383439827,-3.99388465200674,0.751148383439827,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"838",2365.0344238281,3928.5432128906,123.9060102302,1.1437907219,112.9471153846,193.7993621826,0,14.5079308924,7.08333,1.83333,261.95,0,100.2791666667,29.25,25.15,27.25,0.0839328537,2643.12939453,1,-3,0.791396252208106,0.791396252208106,-3.79076852035827,0.791396252208106,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"839",1528.4162597656,2505.7321777344,378.3137755102,0.7128671408,176.0985576923,11.9416456223,0,18.8533508446,9.33333,1.78333,330,0,95.575,29.6,24.7,26.8916666667,0,2803.37548828,1,-3,0.789067704962829,0.789067704962829,-3.80195511884664,0.789067704962829,-0.722453047661766,3770,"SPWA-BD: Incorporation of Sacred Forests into the Protected Areas System of Benin"
"842",1969.4373779297,2149.1430664063,655.7398568019,1.1046363115,65.9311926606,292.9481811523,0,0.2960401878,22,79,443.55,0.225,91.775,33.6,18.375,25.2791666667,7.6935123043,2204.42089844,1,-3,0.706510859421574,0.706510859421574,-4.24621923356723,0.706510859421574,-0.722453047661766,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"843",1661.7423095703,1858.4830322266,256.7233560091,0.4147141576,48.275862069,385.1195678711,0,28.2372931803,29.05,79.51667,398.725,0,99.56875,30.275,14.45,23.3104166667,8.1932059448,3333.93212891,1,-2,0.847175993891614,0.847175993891614,-2.36078455293892,0.847175993891614,-0.722453047661766,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"844",2268.1823730469,1045.3062744141,223.4048697622,0.3369374573,8.2467811159,10488.421875,0,0.6470282238,28.63986,77.15768,161.4,0,30.6583333333,34.8,14.3,25.8416666667,60.9270386266,1689.10119629,1,0,0.781839965638788,0.781839965638788,0,0.781839965638788,1.0933157282911,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"845",1615.8604736328,1011.5471801758,217.7891156463,0.3388135135,7.4557235421,13896.2490234375,0,0.5782186433,28.63576,77.22445,161.4,0,30.6583333333,34.8,14.3,25.8416666667,60.686695279,1724.79553223,1,0,0.690990634068718,0.690990634068718,0,0.690990634068718,1.0933157282911,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"847",NA,NA,-0.2087286528,0.0963841677,341.1586715867,NA,0,0.009371453,37.76675,119.1813,NA,NA,NA,NA,NA,NA,0.1356589147,459.480438232,1,-3,NA,NA,NA,NA,-0.722453047661766,4175,"CBPF: Demonstration of Estuarine Biodiversity Conservation, Restoration, and Protected Area Networking "
"849",2899.3098144531,744.9410400391,7.755733945,0.2427137494,50.8651162791,883.9702148438,0,5.8806215061,25.037589292,-77.3833829532,NA,NA,NA,NA,NA,NA,32.3191964286,990.110595703,1,-2,NA,NA,NA,NA,1.0933157282911,3729,"Building a Sustainable National Marine Protected Area Network"
