"project_id","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements"
"906001153043","1","Groundnut Basin Soil Management and Regeneration","2007-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Senegal","SEN","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2007","2007","3931735.85717","3931735.85717"
"906001153045","1","SIP: Integrated Ecosystem Management in Four Representative Landscapes of Senegal, Phase 2","2007-01-04","start_actual","2011-01-31","end_actual","Global Environment Facility (GEF)","DAC","Senegal","SEN","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2007","2011","3914820.39148","3914820.39148"
"906001153047","1","SIP: Lower Usuthu Smallholder Irrigation Project (LUSIP)","2011-01-16","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Swaziland","SWZ","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","1946541.68722","1946541.68722"
"906001153049","1","SIP: Reducing Land Degradation on the Highlands of Kilimanjaro","2010-01-03","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Tanzania","TZA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","2776853.52054","2755658.00503"
"906001153051","1","Integrated Landscape Management for Improved Livelihoods and Ecosystem Resilience in Mount Elgon ","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Uganda","UGA","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2015","2015","1806175.45424","1806175.45424"
"906001153053","1","SIP: Enabling Environment for SLM to overcome land degradation in the cattle corridor of Uganda.","2010-01-12","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Uganda","UGA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","1918199.91618","1918199.91618"
"906001153055","1","SIP: Kalahari-Namib Project: Enhancing Decision-making through Interactive Environmental Learning and Action in Molopo-Nossob River Basin in Botswana, Namibia and South Africa","2011-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","2146028.61371","2146028.61371"
"906001153057","1","SIP: Equatorial Africa Deposition Network (EADN)","2011-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","1840157.86877","1840157.86877"
"906001153059","1","SIP: Lake Victoria Environmental Management Project II","2009-01-25","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","7196528.7332","7408191.343"
"906001153061","1","SIP: Eastern Nile Transboundary Watershed Management in Support of ENSAP Implementation","2009-01-21","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","9207323.5263","9207323.5263"
"906001153063","1","SIP: Institutional Support to New Partnership for Africa’s Development (NEPAD) and Regional Economic Communities (RECs) for Sustainable Land Management (SLM) Scale-up in Sub-Saharan Africa (SSA)","2010-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","3951173.51215","3914301.1316"
"906001153065","1","LDC/SIDS Portfolio: Improving Agricultural Extension Services for Sustainable Land Use Management in Rwanda","2007-01-10","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Rwanda","RWA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2007","2007","",""
"906001153067","1","SFM Strengthening Sustainable Forest Management and the Development of Bio-energy Markets to Promote Environmental Sustainability and to Reduce Green House Gas Emissions in Cambodia","2011-01-18","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Cambodia","KHM","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","2332150.96201","2332150.96201"
"906001153069","1","Agricultural Rehabilitation and Sustainable Land Management Project","2004-01-23","start_actual","2010-01-31","end_actual","Global Environment Facility (GEF)","DAC","Burundi","BDI","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2004","2010","6103515.625","6103515.625"
"906001153071","1","LDC/SIDS Portfolio Project: Sustainable Land Management","2007-01-22","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Angola","AGO","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2007","2007","",""
"906001153073","1","Capacity Development for Implementing Rio Conventions through Enhancing Incentive Mechanism for Sustainable Watershed/Land Management","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Indonesia","IDN","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2015","2015","2095641.51154","2095641.51154"
"906001153075","1","Sustainable Land Management and Climate Change Mitigation Co-benefits SLM CCMC","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2015","2015","2011815.85108","2011815.85108"
"906001153077","1","MENARID: Institutional Strengthening and Coherence for Integrated Natural Resources Management","2010-01-28","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Iran","IRN","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","4526404.02347","4526404.02347"
"906001153079","1","Demonstrating Sustainable Land Management in the Upper Sabana Yegua Watershed System","2006-01-01","start_actual","2011-01-31","end_actual","Global Environment Facility (GEF)","DAC","Dominican Republic","DOM","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2006","2011","5136910.69153","5136910.69153"
"906001153081","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Commonwealth Dominica","2008-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Dominica","DMA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153083","1","SLEM/CPP: Integrated Land Use Management to Combat Land Degradation in Madja Pradesh","2010-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","India","IND","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","6038348.70075","6038348.70075"
"906001153085","1","SLEM/CPP: Sustainable Land Water and Biodiversity Conservation and Management for Improved Livelihoods in Uttarakhand Watershed Sector","2009-01-12","start_actual","2013-01-31","end_actual","Global Environment Facility (GEF)","DAC","India","IND","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2013","7408191.343","7926764.73701"
"906001153087","1","SLEM/CPP: Sustainable Rural Livelihood Security through Innovations in Land and Ecosystem Management","2009-01-12","start_actual","2014-01-30","end_actual","Global Environment Facility (GEF)","DAC","India","IND","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2014","10583130.49","7768017.77966"
"906001153089","1","SLEM/CPP: Sustainable Land Management in Shifting Cultivation Areas of Nagaland for Ecological and Livelihood Security","2009-01-20","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","India","IND","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","3809926.9764","3809926.9764"
"906001153091","1","SLEM/CPP: Institutional Coordination, Policy Outreach and M & E Project under Sustainable Land and Ecosystem Management Partnership Program","2009-01-10","start_actual","2014-01-30","end_actual","Global Environment Facility (GEF)","DAC","India","IND","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2014","1047729.91851","1038640.06773"
"906001153093","1","LDC/SIDS Portfolio Project: Mainstreaming and Capacity Building for Sustainable Land Management in Belize","2008-01-14","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Belize","BLZ","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153095","1","SIP: Integrated Ecological Planning and Sustainable Land Management in Coastal Ecosystems in the Comoros in the Three Island of (Grand Comore, Anjouan, and Moheli)","2009-01-15","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Comoros","COM","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2009","1058313.049","1058313.049"
"906001153097","1","LDC/SIDS Portfolio Project: Sustainable Land Management in Guinea-Bissau","2008-01-21","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Guinea-Bissau","GNB","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153099","1","PRC-GEF Partnership: Sustainable Development in Poor Rural Areas","2010-01-25","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","China","CHN","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","4468776.19447","4468776.19447"
"906001153101","1","PRC-GEF Partnership: Capacity and Management Support for Combating Land Degradation in Dryland Ecosystems","2010-01-26","start_actual","2014-01-24","end_actual","Global Environment Facility (GEF)","DAC","China","CHN","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2010","2014","2858340.31852","2857769.27913"
"906001153103","1","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming of Sustainable Land Management in Suriname","2008-01-18","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Suriname","SUR","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153105","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Jamaica","2008-01-08","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Jamaica","JAM","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153107","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Kiribati","2005-01-03","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Kiribati","KIR","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2005","2005","",""
"906001153109","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Solomon Islands","2008-01-22","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Solomon Islands","SLB","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153111","1","Community-based Land Management","2007-01-20","start_actual","2011-01-30","end_actual","Global Environment Facility (GEF)","DAC","Guinea","GIN","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2007","2011","7528500.75285","7528500.75285"
"906001153113","1","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming of Sustainable Land Management in St. Vincent and the Grenadines","2008-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","St.Vincent & Grenadines","VCT","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153115","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management for Nauru","2006-01-24","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Nauru","NRU","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2006","2006","",""
"906001153117","1","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming of Sustainable Land Management","2008-01-14","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Fiji","FJI","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153119","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in St. Kitts and Nevis","2008-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","St. Kitts & Nevis","KNA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153121","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Barbados","2005-01-28","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Barbados","BRB","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2005","2005","",""
"906001153123","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the FSM","2008-01-15","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Micronesia, Federated States of","FSM","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153125","1","LDC/SIDS Portfolio Project: Capacity building and Mainstreaming of Sustainable Land Management in Saint Lucia","2008-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","St. Lucia","LCA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153127","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management for Mitigation of Land Degradation in Palau","2008-01-06","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Palau","PLW","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153129","1","LDC/SIDS Portfolio Project: Capacity Building and Mainstreaming for Sustainable Land Management in Vanuatu","2008-01-08","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Vanuatu","VUT","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153131","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Papua New Guinea","2005-01-07","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Papua New Guinea","PNG","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2005","2005","",""
"906001153133","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Tuvalu","2008-01-06","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Tuvalu","TUV","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153135","1","LDC/SIDS Portfolio Project: Building Capacity and Mainstreaming Sustainable LandManagement in Maldives","2008-01-08","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Maldives","MDV","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153137","1","LDC/SIDS Portfolio Project: Strengthening of Legal, Institutional and Individual Capacities for the Sustainable Land and Forest Management in Equatorial Guinea","2006-01-13","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Equatorial Guinea","GNQ","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2006","2006","",""
"906001153139","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in the Cook Islands","2008-01-08","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Cook Islands","COK","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153141","1","LDC/SIDS Portfolio Project: Capacity building for Sustainable Land Management in Trinidad & Tobago","2005-01-10","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Trinidad & Tobago","TTO","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2005","2005","",""
"906001153143","1","LDC/SIDS Portfolio Project: Capacity Building for Sustainable Land Management in Sierra Leone","2008-01-02","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Sierra Leone","SLE","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153145","1","LDC/SIDS Portfolio Project: Legal and Institutional Capacity Development for the Mitigation of Soil Degradation and Deforestation in São Tomé & Príncipe","2006-01-12","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Sao Tome & Principe","STP","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2006","2006","",""
"906001153147","1","LDC/SIDS Portfolio Project: Capacity building and Mainstreaming of Sustainable Land","2008-01-04","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Grenada","GRD","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153149","1","LDC/SIDS Portfolio Project: Capacity Development and Mainstreaming for Sustainable Land Management in Guyana","2008-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Guyana","GUY","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","",""
"906001153151","1","SIP: Harmonizing support: a national program integrating water harvesting schemes and sustainable land management","2011-01-21","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Djibouti","DJI","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","947212.629502","946719.289591"
"906001153153","1","CPP: National Subprogram for Coordination and Institutional Development on Sustainable Land Management","2009-01-18","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Burkina Faso","BFA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","1058313.049","1058313.049"
"906001153155","1","Mainstreaming Biodiversity in Sustainable Cattle Ranching","2010-01-02","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Colombia","COL","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","7334450.96396","7334450.96396"
"906001153157","1","CPP Cuba: Coordination, Monitoring and Evaluation of Cuba Country Pilot Partnership on Sustainable Land Management","2008-01-15","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Cuba","CUB","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","819336.337567","819336.337567"
"906001153159","1","CPP Cuba: Capacity Building for Planning, Decision Making and Regulatory Systems & Awareness Building/Sustainable Land Management in Severely Degraded Ecosystems","2008-01-15","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Cuba","CUB","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2008","2008","3584596.47685","3584596.47685"
"906001153161","1","PRC-GEF Partnership: Forestry and Ecological Restoration  in Three Northwest Provinces (formerly Silk Road Ecosystem Restoration Project)","2011-01-03","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","China","CHN","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","5051800.69068","5051352.73804"
"906001153163","1","PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program","2011-01-15","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","China","CHN","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","4484459.7928","4484459.7928"
"906001153165","1","SFM: Promotion of Sustainable Forest and Land Management in the Vietnam Uplands","2010-01-16","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Viet Nam","VNM","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2010","2010","685818.315172","685818.315172"
"906001153167","1","MENARID: Cross Cutting M & E Functions and Knowledge Management for INRM within the MENARID Programme Framework","2010-01-15","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","699151.299246","699151.299246"
"906001153169","1","LDC/SIDS Portfolio Project: Capacitiy Building in and Mainstreaming of Sustainable Land Management in Cambodia","2008-01-09","start_actual","2010-01-31","end_actual","Global Environment Facility (GEF)","DAC","Cambodia","KHM","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2008","2010","",""
"906001153171","0","Global Support Programme: Increasing the Quantity and Improving the Quality of Information for the Review of Implementation of the UNCCD Implementation","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2014","2014","2000000.0","2000000.0"
"906001153173","1","MENARID: Support to Sustainable Land Management in the Siliana Governorate","2011-01-13","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Tunisia","TUN","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","4933399.11199","4933399.11199"
"906001153175","1","SFM Sustainable Management of Biodiversity and Water Resources in the Ibarra-San Lorenzo Corridor","2011-01-16","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Ecuador","ECU","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","2664035.52047","2664035.52047"
"906001153177","1","Montenegro Institutional Development and Agriculture Strengthening (MIDAS)","2009-01-23","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Montenegro","MNE","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","4233252.196","4233252.196"
"906001153179","1","SIP: Stimulating Community Initiatives in Sustainable Land Management (SCI-SLM)","2009-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","965595.30109","965595.30109"
"906001153181","1","A Global Initiative on Landscapes for People, Food and Nature","2012-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2012","2012","1009489.19847","1009489.19847"
"906001153183","1","Reducing Conflicting Water Uses in the Artibonite River Basin through Development and Adoption of a Multi-focal Area Strategic Action Programme","2009-01-17","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2009","2009","3259604.19092","3259604.19092"
"906001153185","1","Conservation and Sustainable use of Biodiversity and Land in Andean Vertical Ecosystems","2010-01-02","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Bolivia","BOL","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","6286672.25482","6286672.25482"
"906001153187","1","SIP: Transboundary Agro-Ecosystem Management Programme for the Kagera River Basin (Kagera TAMP)","2010-01-19","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","6667749.37133","6667749.37133"
"906001153189","1","CPP: Burkina Faso - Sub-programme of the Northern Region-under Partnership Programme for Sustainable Land Management","2009-01-08","start_actual","2014-01-31","end_actual","Global Environment Facility (GEF)","DAC","Burkina Faso","BFA","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2014","2133805.69372","2133805.69372"
"906001153191","1","Sustainable Management of Inland Wetlands in Southern Africa: A Livelihoods and Ecosystem Approach","2005-01-28","start_actual","2010-01-01","end_actual","Global Environment Facility (GEF)","DAC","Africa, Regional Programs Multi-Country","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2005","2010","1154732.29093",""
"906001153193","1","SFM Facilitating financing for Sustainable Forest Management in SIDS and LFCCs","2011-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","937345.831278","937345.831278"
"906001153195","1","Enabling Paradigm Shift on Monitoring and Assessment within the UNCCD - Piloting the Reporting of the Performance Indicators 2010","2010-01-01","start_actual","2012-01-30","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2010","2012","2667072.50629","2667072.50629"
"906001153197","1","Development and Implementation of a Sustainable Resource Management Plan for Marsabit Mountain and its associated Watersheds","2004-01-01","start_actual","2008-01-31","end_actual","Global Environment Facility (GEF)","DAC","Kenya","KEN","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2004","2008","1127929.6875",""
"906001153199","1","Fifth Operational Phase of the GEF Small Grants Programme","2012-01-09","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Costa Rica","CRI","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2012","2012","4439882.89925","4439882.89925"
"906001153201","1","Environmental Services Project","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Albania","ALB","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2014","2014","2884848.0","2884848.0"
"906001153203","1","SFM Capacity Development for Climate Change Mitigation through Sustainable Forest Management in non-Annex I Countries","2009-01-18","start_actual","2012-01-31","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2012","1058313.049","1058313.049"
"906001153205","1","MENARID: Participatory Control of Desertification and Poverty Reduction in the Arid and Semi Arid High Plateau Ecosystems of Eastern Morocco","2010-01-14","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Morocco","MAR","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","6286672.25482","6285018.86002"
"906001153207","1","Enabling Sustainable Dryland Management Through Mobile Pastoral Custodianship: World Initiative on Sustainable Pastoralism (add on)","2009-01-26","start_actual","2010-01-31","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2010","317493.9147",""
"906001153209","1","Sustainable Land Management in the Churia Range","2014-01-01","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Nepal","NPL","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2014","2014","917431.0","917431.0"
"906001153211","1","R2R Integrated Environmental Management of the Fanga’uta Lagoon Catchment","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Tonga","TON","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2014","2014","1756880.0","1756880.0"
"906001153213","1","Participatory Coastal Zone Restoration and Sustainable Management in the Eastern Province of Post-Tsunami Sri Lanka","2010-01-16","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Sri Lanka","LKA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2010","2010","7250539.60604","7250539.60604"
"906001153215","1","SFM: Sustainable Management of the Miombo Woodland Resources of Western Tanzania","2012-01-14","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Tanzania","TZA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2012","2012","2771047.84979","2771047.84979"
"906001153217","1","SFM: Carbon Benefits Project (CBP): Modeling, Measurement and Monitoring","2009-01-01","start_actual","2012-01-01","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2009","2012","5287612.44576","5848518.36173"
"906001153219","1","Forest Protection and Reforestation","2007-01-12","start_actual","2014-01-31","end_actual","Global Environment Facility (GEF)","DAC","Kazakhstan","KAZ","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2007","2014","5377500.53775","5377500.53775"
"906001153221","1","Land Degradation Offset and Mitigation in Western Mongolia","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Mongolia","MNG","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2015","2015","1437814.06755","1437814.06755"
"906001153223","1","SIP: Sustainable Land Management Country Program","2011-01-20","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Uganda","UGA","410","General environmental protection","41000","General environmental protection, combination of purposes","Implementation","2011","2011","6906758.75678","7104094.72126"
"906001153225","1","Supporting Capacity Building for the Third National Reporting to CRIC-5/COP-8","","start_actual","2009-01-18","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2006","2009","738097.996062",""
"906001153227","1","National Program Support for Environment and Natural Resources Management Project (NPS-ENRMP)","2007-01-27","start_actual","2013-01-31","end_actual","Global Environment Facility (GEF)","DAC","Philippines","PHL","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2007","2013","7528500.75285","7528500.75285"
"906001153229","1","Supporting Capacity Building for the Third National Reporting to CRIC-5/COP-8","2006-01-24","start_actual","2011-01-31","end_actual","Global Environment Facility (GEF)","DAC","Global","Unspecified","410","General environmental protection","41000","General environmental protection, combination of purposes","Completion","2006","2011","594231.437507",""
"906001153231","1","Sustainable Land Management Promotion ","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Mexico","MEX","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2015","2015","1934187.93891","1934187.93891"
"906001153233","1","Using SLM to Improve the Integrity of the Makgadikgadi Ecosystem and to Secure the Livelihoods of Rangeland Dependent Communities","","start_actual","","end_actual","Global Environment Facility (GEF)","DAC","Botswana","BWA","410","General environmental protection","41000","General environmental protection, combination of purposes","Pipeline/identification","2014","2014","792832.0","792832.0"
