Project #,,Title,"National,Regional,Global?",Country,Sub region,PA Name,WDPA ID,Other WDPA IDs,Landscape,National PAS?,Location (coordinates),Other information,Source
3903,3903,CBSP Strengthened Management of the National Protected Areas System Through Involvement of Local Communities,National,Central African Republic,,Ndanda Community Safari Hunting Zone,,,,yes,,,ProDoc Pg 55
3903,3903,CBSP Strengthened Management of the National Protected Areas System Through Involvement of Local Communities,National,Central African Republic,,Ndanda Community Hunting Zone,,,,yes,,,ProDoc Pg 55
3903,3903,CBSP Strengthened Management of the National Protected Areas System Through Involvement of Local Communities,National,Central African Republic,,Banabongo-Mani Community Safari Hunting Zone,,,,yes,,,ProDoc Pg 55
3903,3903,CBSP Strengthened Management of the National Protected Areas System Through Involvement of Local Communities,National,Central African Republic,,Banabongo-Mani Community Hunting Zone,,,,yes,,,ProDoc Pg 55
3906,3906,Enhancing the Effectiveness and Financial Sustainability of Protected Areas,National,Malaysia," Jerantut District, Pahang
State; Gua Musang District,
Kelantan State; and Hulu
Terengganu District,
Terengganu State. ",Taman Negara National Park,,,,,,,ProDoc Pg 84
3906,3906,Enhancing the Effectiveness and Financial Sustainability of Protected Areas,National,Malaysia," Mersing and Segamat
Districts, State of Johor. ","Endau-Rompin (Johor)
National Park",,,,,,,ProDoc Pg 84
3906,3906,Enhancing the Effectiveness and Financial Sustainability of Protected Areas,National,Malaysia,"MukimBelum, Gerik, Hulu
Perak District","Taman Negeri Royal Belum
(Royal Belum State Park",,,,,,,ProDoc Pg 84
3919,#N/A,Mainstreaming Biodiversity into Value Chains for Mediterranean Medicinal and Aromatic Plants,National,Morocco,,Talsmtane NP,,,,,,The project is about mainstreaming BD into value chains of plants. Only 2 PAs in the project region,ProDoc Pg 51
3919,#N/A,Mainstreaming Biodiversity into Value Chains for Mediterranean Medicinal and Aromatic Plants,National,Morocco,,Al Houceima NP,,,,,,The project is about mainstreaming BD into value chains of plants. Only 2 PAs in the project region,ProDoc Pg 51
4260,#N/A,The GEF Earth Fund: Public-Private Funding Mechanisms for Watershed Protection,National,Latin America and Caribbean,,,,,,,,"No ProDoc, TE, or TTs available on PMIS",
116,116,Coral Reef Rehabilitation and Management Project (COREMAP I),National,Indonesia,,Riau,,"xxxx, xxxx",UA,,,,
116,116,Coral Reef Rehabilitation and Management Project (COREMAP I),National,Indonesia,,Taka Bone Rate NP,8871,,UA,,,,
116,116,Coral Reef Rehabilitation and Management Project (COREMAP I),National,Indonesia,,Bunaken National Marine Park,,,UA,,,,
116,116,Coral Reef Rehabilitation and Management Project (COREMAP I),National,Indonesia,,Wakatobi National Park,,,UA,,,,
116,116,Coral Reef Rehabilitation and Management Project (COREMAP I),National,Indonesia,,Raja Ampat,,,UA,,,,
195,195,Biodiversity Conservation and Management in the Coastal Zone of the Dominican Republic,National,Dominican Republic,,Montecristi NP,,,UA,,,,Source: IUCN List
195,195,Biodiversity Conservation and Management in the Coastal Zone of the Dominican Republic,National,Dominican Republic,,Jaragua NP,,,UA,,,,Source: IUCN List
195,195,Biodiversity Conservation and Management in the Coastal Zone of the Dominican Republic,National,Dominican Republic,,Samana NP,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Maputo,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Windhoek,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Harare,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Zomba,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Gaborone,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Pretoria,,,UA,,,,Source: IUCN List
407,407,"Inventory, Evaluation and Monitoring of Botanical Diversity in Southern Africa: A Regional Capacity and Institution Building Network",Regional,Regional,,Cape Town,,,UA,,,,Source: IUCN List
488,488,Integrated Coastal Management Project,National,Georgia,,Kolkheti NP,,,UA,,,,Source: IUCN List
488,488,Integrated Coastal Management Project,National,Georgia,,Kobuleti State Nature Reserve,,,UA,,,,Source: IUCN List
592,592,Conservation And Sustainable Use of the Barrier Reef Complex,National,Belize,,Lanzanillo Pajonal Fragoso Fauna Reserve (Refugio de Fauna),,,UA,,,,Source: IUCN List
592,592,Conservation And Sustainable Use of the Barrier Reef Complex,National,Belize,,Las Picuas - Cayo del Cristo MPA,,,UA,,,,Source: IUCN List
592,592,Conservation And Sustainable Use of the Barrier Reef Complex,National,Belize,,Caguanes NP,,,UA,,,,Source: IUCN List
592,592,Conservation And Sustainable Use of the Barrier Reef Complex,National,Belize,,Rio Maximo Fauna Reserve (Refugio de Fauna),,,UA,,,,Source: IUCN List
601,601,Monitoring System for the Galapagos Islands,National,Ecuador,,Galapagos Marine Reserve,,,UA,,,,Source: IUCN List
601,601,Monitoring System for the Galapagos Islands,National,Ecuador,,Galapagos NP,,,UA,,,,Source: IUCN List
1031,1031,Biodiversity Conservation and Sustainable Use of the Marine Resources at Con Dao National Park,National,Vietnam,,(1 ) Con Dao National Park,,,No,,,,Source: IUCN List
1189,1189,Integrated Marine and Coastal Resource Management,National,Senegal,,Cap-Vert Peninsula Reserve,,,yes,,,,Source: IUCN List
1189,1189,Integrated Marine and Coastal Resource Management,National,Senegal,,Senegal River Delta Biosphere Reserve,,,yes,,,,Source: IUCN List
1189,1189,Integrated Marine and Coastal Resource Management,National,Senegal,,The Saloum River Delta Biosphere Reserve,,,yes,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Cousine,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Fregate,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,D'Arros,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Cousin,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Aride,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Denis Island,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,North Desroches,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Alphonse Group,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Moyenne Island,,,UA,,,,Source: IUCN List
1620,1620,Mainstreaming Biodiversity Management into Production Sector Activities,National,Seychelles,,Silhouette NP,,,UA,,,,Source: IUCN List
2132,#N/A,WB-GEF MED Neretva and Trebisnjica Management Project  - under Investment Fund for the Mediterranean Sea LME Partnership,Regional,Regional,,Hutovo Blato Nature Park,,,,,,,Info taken from Request for CEO Endorsement document. TE not available
2132,#N/A,WB-GEF MED Neretva and Trebisnjica Management Project  - under Investment Fund for the Mediterranean Sea LME Partnership,Regional,Regional,,Modric Lake,,,,,,,Info taken from Request for CEO Endorsement document. TE not available
2132,#N/A,WB-GEF MED Neretva and Trebisnjica Management Project  - under Investment Fund for the Mediterranean Sea LME Partnership,Regional,Regional,,Metkovic,,,,,,,Info taken from Request for CEO Endorsement document. TE not available
2369,2369,PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program,National,China,Shanxi Province,Mt. Luya NNR,,,,,,http://xinzhou.eshanxi.gov.cn/tourism/viewspots/267462.shtml,
2369,2369,PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program,National,China,,Mt. Taizi NNR,,,,,,,
2369,2369,PRC-GEF Partnership: An IEM Approach to the Conservation of Biodiversity in Dryland Ecosystems - under the PRC-GEF Partnership on Land Degradation in Dryland Ecosystem Program,National,China,,Haba Lake NNR,,,,,,,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,Blidinje Nature Park,,,,,"43°36′39.06″N, 17°30′31.59″E",,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,Una National Park,,,,,"44°29′42.96″N, 16°08′05.96″E",http://nationalpark-una.ba/eng/mapaNP.php,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,"Prenj, Cvrsnica, Cabulja, Vran",,,,,???,,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,Sutjeska,,,,,"43°20′N, 18°41′E",,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,Kozara National Park,,,,,45°00′30″N 16°53′30″E,http://www.npkozara.com/,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,Janj forest reserve,,,,,,http://mapcarta.com/27640068,
2372,2372,Forest and Mountain Protected Areas Project,National,Bosnia-Herzegovina,,Lom forest reserve,,,,,,http://mapcarta.com/27641010,
2444,#N/A,Biodiversity Conservation and Rural Livelihoods Improvement,National,India,Kerala,Periyar Tiger Reserve,,,Yes,,,,"TE, and Tracking Tools not available. Info taken from project brief. Project brief mentions that 12 Pas will be created, but names of only these 3 are given. "
2444,#N/A,Biodiversity Conservation and Rural Livelihoods Improvement,National,India,Tamil Nadu,Kalakad Mundanthurai Tiger Reserve ,,,Yes,,"8°41′N, 77°19′E",,
2444,#N/A,Biodiversity Conservation and Rural Livelihoods Improvement,National,India,Gujarat,Gir National Park,,,Yes,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Mirador-Rio Azul NP,,,Yes - Maya Biosphere Reserve (ID 26621),,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,El Zotz Biotope,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,"Naachtun, Dos Lagunas Biotope",,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Tikal NP,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,"Yaxha-Nakum-Naranjo, Peten",,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Maya Biosphere Reserve,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Cerro Cahui Protected Biope,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Zona de Amortiguamiento,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Laguna del Tigre,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,Sierra del Lacandon NP,,,,,,,
2687,2687,Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR),National,Guatemala,,El Pilar Natural Monument,,,,,,,
2690,2690,SFM Improving the Conservation of Biodiversity in  Atlantic Forest of Eastern Paraguay,National,Paraguay,,Ybytyruzu Managed Resources Reserve,,,,,,,"PA Names taken from Tracking Tools, as TE is not available"
2690,2690,SFM Improving the Conservation of Biodiversity in  Atlantic Forest of Eastern Paraguay,National,Paraguay,,Caazapa NP,,,,,,,
2690,2690,SFM Improving the Conservation of Biodiversity in  Atlantic Forest of Eastern Paraguay,National,Paraguay,,San Rafael Reserve of Manageable Resources,,,,,,,
2690,2690,SFM Improving the Conservation of Biodiversity in  Atlantic Forest of Eastern Paraguay,National,Paraguay,,Nacunday NP,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Chayu Nain communal reserve,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Rio Abiseo NP,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,COTO DE CAZA EL ANGOLO,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,BOSQUE DE PROTECCIÓN ALTO MAYO,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Regional Conservation Area of Vilacota Maure,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Secos Salitral Huarmaca,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Moyan Palacio,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Huacrupe La Calera,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,Cordillera Escalera,,,,,,,
2693,2693,Strengthening Biodiversity Conservation through the National Protected Areas Program,National,Peru,,National Park Cerros de Amotape,,,,,,,
2766,2766,CBPF: Integrated Ecosystem and Water Resources Management in the Baiyangdian Basin,National,China,"Anxin County, Baoding Municipality, Hebei Province",Baiyangdian Rare Bird Provincial Nature Reserve,,,,,,,Source: Tracking Tools
2766,2766,CBPF: Integrated Ecosystem and Water Resources Management in the Baiyangdian Basin,National,China,"Laishui and Laiyuan Counties, Baoding Municipality, Hebei Province",Jinhuashan-Henglingzi Provincial Nature Reserve,,,,,,,Source: Tracking Tools
2788,2788,CBPF: Ningxia Integrated Ecosystem and Agricultural Development Project,National,China,Ningxia province,Mingcui National Wetland Park,,,,,,,Source: Tracking Tools
2788,2788,CBPF: Ningxia Integrated Ecosystem and Agricultural Development Project,National,China,Ningxia province,Sand Lake (Shahu Lake) province natural reserve,,,,,,,Source: Tracking Tools
2788,2788,CBPF: Ningxia Integrated Ecosystem and Agricultural Development Project,National,China,Ningxia province,Helan Mountain national natural reserve,,,,,,,Source: Tracking Tools
2788,2788,CBPF: Ningxia Integrated Ecosystem and Agricultural Development Project,National,China,Ningxia province,Yinxi Water and Soil Conservation Area,,,,,,,Source: Tracking Tools
2788,2788,CBPF: Ningxia Integrated Ecosystem and Agricultural Development Project,National,China,Ningxia province,Bao Lake (Yinchuan Bao Lake) National Wetland Park,,,,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ibisha managed reserve,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Kaikusha protected landscape,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Persina nature park,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Milka strictly protected reserve,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Starya Dub protected landscape,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Bezimen Island,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Pozharevo Island protected landscape,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Malak presvalets protected landscape,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Garvan marsh protected landscape,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Aleko island protected landscape,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Srebarna managed reserve,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Roussenski Lom/ Lomovete nature park,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Batin,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Karaboaz,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Nikopolsko plato,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Reka vit,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Vardim,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Complex Belenski Ostrovi,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ostrov Lakat,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ostrov Vardim,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ribarnitsi Mechka,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Svishtovsko-Belenska Nizina,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Bugeac Lake ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Oltina Lake ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Vederoasa Lake ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Valea lui Ene ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Bratca Forest ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Cetate Forest ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Calarasi Raul ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Mouth of JiuZaval forest ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Suhaia fishpond ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ostrovul Gasca/Vedea ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ostrovul Haralambie ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ciocanesti islet-Duduitul ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Iezerul Calarasi ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ciocanesti fish farm ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Dunareni Lake ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Ostrov Moldova Noua wetland ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Lower Prut,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Danube Delta ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Domogled - Valea Cernei ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Portile de Fier (Iron Gates) ,,,Yes,,,,Source: Tracking Tools
2806,#N/A,Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin ,Regional,"Bulgaria, Romania",,Mehedinţi Plateau Geopark ,,,Yes,,,,Source: Tracking Tools
2913,2913,Human-Wildlife-Coexistence Management Project in Northern Botswana.,National,Botswana,Botswana/Okavango/Chobe & Boteti,"Controlled Hunting Areas NG11NG12, CH1 & 2 and CT 8",,,,,,,Source: Tracking Tools
2948,2948,Biodiversity Conservation Project,National,Sierra Leone,Western Guinean Lowland,Kangari Non-Hunting Forest Reserve,,,,,80 36’N 110 45’W,,Source: Tracking Tools
2948,2948,Biodiversity Conservation Project,National,Sierra Leone,Upper Guinea Montane Forest,Loma Mts National Park,,,,,"90 11’ 15” N,  110 01’ 15” W",,Source: Tracking Tools
2948,2948,Biodiversity Conservation Project,National,Sierra Leone,Guinean Savanna,Outamba-Kilimi National Park,,,,,90 45’N 120 13’W,,Source: Tracking Tools
3279,3279,Citarum Watershed Management and Biodiversity Conservation Project,National,Indonesia,cianjur region West Java,Area 1 Cianjur - BBTNGGP,,,,,,,Source: Tracking Tools
3279,3279,Citarum Watershed Management and Biodiversity Conservation Project,National,Indonesia,,Cibodas Biosphere Reserve,2103,,,,,,Source: Tracking Tools
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Zanzibar,Jambiya-Muyuni Forest Area,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Zanzibar,Mtende Community Natural Forest PA,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Zanzibar,Jozani-Chwaka Bay National Park,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Zanzibar,Ngezi Natural FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Lindi/Rondo landscape,Rondo Nature Forest Reserve,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Kitope FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Malehi FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Mangroves FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Mbinga FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Mitarure FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Mitundumbea FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Ngarama North FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Ngarama South FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Pindiro FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Kilwa Landscape,Rungo FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Lindi/Rondo landscape,Chitoa National FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Lindi/Rondo landscape,Litipo FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Lindi/Rondo landscape,Noto Forest VLFR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Rufiji landscape,Katundu FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Rufiji landscape,Kichi Hill FR,,,Yes,,,,Source: Tracking Tools +TE
3428,3428,SFM Extending the Coastal Forests Protected Area Subsystem,National,Tanzania,Rufiji landscape,Kiwengoma FR,,,Yes,,,,Source: Tracking Tools +TE
