"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","ltdr_yearly_ndvi_mean.2014.mean","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"595",1911.0759277344,1858.6912841797,1228.2759838547,11.6011667252,334.7007722008,43.2868919373,1,47.1470190902,39.09729,46.4751,74.8,11.425,34.7416666667,21.95,-3.05,10.7229166667,0.3620689655,2623.54589844,1,2642.90869141,0.679626244456833,0.679626244456833,3888.76785286926,0.679626244456833,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"599",980.5571899414,2082.5388183594,869.4079800499,1.2159227133,111.9015151515,115.4050064087,0,0.6239143585,39.88208,44.62909,72.8,0,29.4333333333,26,-4.3,13.025,5.2178030303,2043.703125,1,1936.08361816,0.30817971438285,0.30817971438285,6282.32011324021,0.30817971438285,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"602",1314.8986816406,2001.4577636719,876.9406483791,1.7064068317,120.5311909263,122.8121795654,0,0.1336480004,39.83069,44.70569,72.8,0,29.4333333333,26,-4.3,13.025,5.0478011472,2016.64282227,1,1883.60412598,0.312836293720319,0.312836293720319,6021.05370697165,0.312836293720319,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"607",2517.8044433594,1354.0397949219,1750.6623505976,8.3840198517,220.2614503817,29.3212890625,2,1.1524772215,39.75,45.41667,92.15,4.55,44.7833333333,21.35,-5.6,9.5875,0.856873823,2350.07641602,1,2187.18554688,0.810891130222476,0.810891130222476,2697.26164877389,0.810891130222476,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"608",2269.3266601563,1908.466796875,2028.8505976096,10.0985927582,153.9661016949,149.0206298828,1,6.8073225409,40.01927,44.91313,92.525,3.1,40.0791666667,21.9,-5.575,10.0875,0,2539.83178711,1,2518.57006836,0.665893784896031,0.665893784896031,3782.23993899152,0.665893784896031,880.012278062807,3945,"Catalyzing Financial Sustainability of Armenia's Protected Areas System"
"620",2211.5925292969,11276.173828125,3061.5064102564,16.0561580658,1498.2233009709,4.1752257347,2,62.2505491662,-1.25,-78.25,283.5,105,189.2166666667,16.2,14,15.2833333333,0,1059.84619141,1,1146.04846191,0.871181126170602,0.871181126170602,1315.51112332703,0.871181126170602,-1076.7378538297,2391,"Facilitation of Financing for Biodiversity-based Businesses and Support of Market Development Activities in the Andean Region"
"621",1955.7349853516,10214.8193359375,2790.7049075845,13.8754682541,828.5693779904,35.6677360535,0,40.1674978391,-6.06022,-79.30469,163.15,12.85,56.0708333333,12.15,7.2,9.4666666667,0,1711.36584473,1,1777.36791992,0.602116530286502,0.602116530286502,2951.86700666445,0.602116530286502,-1076.7378538297,3933,"SFM Sustainable Management of Protected Areas and Forests of the Northern Highlands of Peru"
"622",3140.787109375,6628.8232421875,2720.396178344,15.1042633057,587.6124401914,28.9900112152,0,18.3191608656,-6.23124,-79.38715,172.5,15.8,57.775,9.5,2.9,5.7916666667,0,1710.31420898,1,1665.61157227,0.703234784600851,0.703234784600851,2368.49997858878,0.703234784600851,-1076.7378538297,3933,"SFM Sustainable Management of Protected Areas and Forests of the Northern Highlands of Peru"
"638",3552.3095703125,1793.1737060547,1271.0273722628,6.6447811127,140.2752293578,167.060760498,0,59.0313779432,19,-70.66667,124.15,10.2,52.0791666667,23.3,19.35,21.3666666667,7.2937062937,3243.33886719,1,2309.52441406,0.709296108862971,0.709296108862971,3256.07935134772,0.709296108862971,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"642",1293.9693603516,1906.4449462891,607.4853273138,8.6452121735,109.3354700855,49.2112350464,0,0.0613802439,-30,-71,70.9,0,16.6395833333,13.175,5.45,9.5645833333,1.8747346072,2274.46142578,1,1503.43273926,0.81231803198918,0.81231803198918,1850.7932608346,0.81231803198918,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"650",1534.0190429688,2121.2229003906,1965.1723800196,6.2874321938,324.3327067669,4.6031517982,0,0.3426473456,41.5,75,73.125,0.575,28.5416666667,15.625,-15.025,1.775,0,1798.28088379,1,1437.56091309,0.257312106813894,0.257312106813894,5586.8374437964,0.257312106813894,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"678",2211.5925292969,11276.173828125,3061.5064102564,16.0561580658,1498.2233009709,4.1752257347,2,62.2505491662,-1.25,-78.25,283.5,105,189.2166666667,16.2,14,15.2833333333,0,1059.84619141,1,1146.04846191,0.871181126170602,0.871181126170602,1315.51112332703,0.871181126170602,-1076.7378538297,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"690",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,1604.17822266,NA,NA,NA,NA,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"704",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,1774.54138184,0.23054599228254,0.23054599228254,7697.1252645557,0.23054599228254,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"713",1735.0737304688,383.735534668,1871.2202970297,2.8330910206,135.6355140187,163.4156494141,0,0.1503852036,15,39,163.525,5.6,43.8729166667,23,17.425,20.6729166667,0.9044289044,1989.95056152,1,1510.94067383,0.208433516576287,0.208433516576287,7249.02932430731,0.208433516576287,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"721",2034.318359375,1996.7275390625,167.9513274336,3.3934659958,125.9285714286,122.3321838379,0,22.8051372231,47.25,28.58333,139.45,6.65,47.1791666667,23.4,-6.25,10.6833333333,3.9815745394,2990.56762695,1,3099.34301758,0.612804803614945,0.612804803614945,5057.6349912679,0.612804803614945,880.012278062807,3920,"Support to GEF Eligible CBD Parties for carrying out 2010 Biodiversity Targets National Assessments - Phases III"
"723",1203.5682373047,2156.1625976563,139.4564364207,0.432656467,46.0740181269,37.1299972534,0,30.2418561907,53.085,30.05,124.55,18.85,48.35,21.8,-9.85,7.4854166667,5.7481371088,2739.96191406,1,3226.39697266,0.516568404943285,0.516568404943285,6245.82715819453,0.516568404943285,880.012278062807,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"724",1397.0581054688,1677.4287109375,156.486013986,0.4015190899,90.128742515,13.375459671,0,43.2413439806,53.5,29.33333,129.15,17.5,48.2458333333,21.7,-9.85,7.3333333333,1.2059259259,2793.06225586,1,3274.49951172,0.491018984537057,0.491018984537057,6668.78392656705,0.491018984537057,880.012278062807,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"726",1778.2470703125,2154.4992675781,156.6822066822,0.5150660276,95.8383233533,35.0784072876,0,6.9594354141,53.5,26.25,148.85,18.6,51.6583333333,21.25,-9.15,7.8416666667,1.0785185185,2909.09155273,1,3226.64501953,0.564151959411321,0.564151959411321,5719.46080431401,0.564151959411321,880.012278062807,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"727",1685.3657226563,1409.5769042969,151.8410883281,0.4265660942,23.0519877676,135.2608337402,0,36.7845888819,53.08333,29.16667,128.8,20.35,51.2791666667,21.9,-9.75,7.5083333333,12.0558069382,2704.06762695,1,3195.50805664,0.536373603025997,0.536373603025997,5957.61618135619,0.536373603025997,880.012278062807,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"732",1624.2969970703,1918.8232421875,154.6429699842,0.3893643618,78.6365030675,26.0299682617,0,38.1318110376,53,28,133.775,15.7,45.175,21.7,-9.4,7.6125,1.1674208145,2683.53222656,1,3095.31567383,0.492032208202662,0.492032208202662,6290.88019488976,0.492032208202662,880.012278062807,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"733",1920.427734375,1598.1254882813,164.9152208202,0.6585804224,44.0626911315,52.2636222839,0,20.8346020884,53.08333,25.25,140.3,18.5,46.7375,21.9,-8.8,8.1541666667,4.1432880845,2679.27612305,1,3312.63012695,0.533248240717321,0.533248240717321,6212.17263181943,0.533248240717321,880.012278062807,3914,"Mainstreaming Biodiversity Conservation into Territorial Planning Policies and Practices"
"743",2300.9724121094,19195.8984375,1990.153164557,13.1416225433,963.6682464455,17.8531646729,1,91.0674641344,9.197,-82.82181,503.7,122.8,228.8583333333,19.2,18.3,18.75,0,1548.27160645,1,1619.5045166,0.863578921990607,0.863578921990607,1875.34048754564,0.863578921990607,-1076.7378538297,3889,"Mainstreaming biodiversity conservation through low-impact ecotourism in the SINAP"
"753",2211.5925292969,11276.173828125,3061.5064102564,16.0561580658,1498.2233009709,4.1752257347,2,62.2505491662,-1.25,-78.25,283.5,105,189.2166666667,16.2,14,15.2833333333,0,1059.84619141,1,1146.04846191,0.871181126170602,0.871181126170602,1315.51112332703,0.871181126170602,-1076.7378538297,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"755",3552.3095703125,1793.1737060547,1271.0273722628,6.6447811127,140.2752293578,167.060760498,0,59.0313779432,19,-70.66667,124.15,10.2,52.0791666667,23.3,19.35,21.3666666667,7.2937062937,3243.33886719,1,2309.52441406,0.709296108862971,0.709296108862971,3256.07935134772,0.709296108862971,880.012278062807,3855,"Strengthening the Implementation of Access to Genetic Resources and Benefit-Sharing Regimes in Latin America and the Caribbean"
"773",1949.7779541016,2617.4458007813,2090.9130952381,0.6798189878,215.7729357798,13.3777446747,0,0.0017182672,23,-102,199.575,1.1,54.5375,20.15,10.95,15.8270833333,0.9686800895,1668.50488281,1,1456.69274902,0.512451414545025,0.512451414545025,2842.59679586075,0.512451414545025,-1076.7378538297,4260,"The GEF Earth Fund: Public-Private Funding Mechanisms for Watershed Protection"
"775",2009.220703125,1524.4477539063,572,3.4152472019,123.6975524476,44.8101196289,2,28.0732436958,46,25,100.7,7.425,36.4583333333,20.975,-4.45,9.23125,0.9288194444,3060.62133789,1,3071.16113281,0.866767626006632,0.866767626006632,3543.23470404569,0.866767626006632,880.012278062807,3849,"Improving the Financial Sustainability of the Carpathian System of Protected Areas"
"777",2211.5925292969,11276.173828125,3061.5064102564,16.0561580658,1498.2233009709,4.1752257347,2,62.2505491662,-1.25,-78.25,283.5,105,189.2166666667,16.2,14,15.2833333333,0,1059.84619141,1,1146.04846191,0.871181126170602,0.871181126170602,1315.51112332703,0.871181126170602,-1076.7378538297,3829,"Sustainable Financing of Ecuador’s National System of Protected Areas (SNAP) and Associated Private and Community-managed PA Subsystems"
"797",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,1604.17822266,NA,NA,NA,NA,880.012278062807,3819,"PAS: Forestry and Protected Area Management"
"803",1293.9693603516,1906.4449462891,607.4853273138,8.6452121735,109.3354700855,49.2112350464,0,0.0613802439,-30,-71,70.9,0,16.6395833333,13.175,5.45,9.5645833333,1.8747346072,2274.46142578,1,1503.43273926,0.81231803198918,0.81231803198918,1850.7932608346,0.81231803198918,880.012278062807,3807,"Project for Ecosystem Services (ProEcoServ)"
"806",1512.6960449219,937.1906738281,1472.0948419301,1.8534193039,535.2926315789,0.6874852777,0,0.0573826455,-30.98308,26.00931,99.85,7.375,32.2395833333,20.275,5.2,14.4958333333,0,2024.38513184,1,2060.67749023,0.262627754507428,0.262627754507428,7846.38125583835,0.262627754507428,880.012278062807,3807,"Project for Ecosystem Services (ProEcoServ)"
"816",1863.7685546875,3033.8706054688,2993.3628205128,7.0500655174,284.4587378641,40.8789558411,0,37.067603763,4.83333,-73.83333,164.4,0,70.6,15.1,13.4,14.0333333333,6.3645083933,2096.45507812,1,2098.38671875,0.561964001916293,0.561964001916293,3734.02337444128,0.561964001916293,-1076.7378538297,3790,"Communities of Conservation: Safeguarding the World's Most Threatened Species"
"817",1031.0798339844,838.3516235352,2672.6608974359,5.5842547417,17.895631068,736.1709594727,0,17.5035061883,-2.9,-78.98333,270.85,16.2,88.9041666667,9.65,7.9,8.9416666667,29.0863309353,1802.46972656,1,1758.37109375,0.806665760646823,0.806665760646823,2179.80132482635,0.806665760646823,-1076.7378538297,3790,"Communities of Conservation: Safeguarding the World's Most Threatened Species"
"841",3836.1735839844,2115.4294433594,746.711489899,1.10460186,20.3095238095,1166.0607910156,0,0.3410183342,12.29791,76.63925,264,0,50.4333333333,28.6,22.4,25.2,29.3741007194,2385.6730957,1,2088.16577148,0.216817079280132,0.216817079280132,9631.00221815115,0.216817079280132,880.012278062807,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"844",2268.1823730469,1045.3062744141,223.4048697622,0.3369374573,8.2467811159,10488.421875,0,0.6470282238,28.63986,77.15768,161.4,0,30.6583333333,34.8,14.3,25.8416666667,60.9270386266,1689.10119629,1,1525.51977539,0.602267181254925,0.602267181254925,2532.96181972148,0.602267181254925,880.012278062807,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"845",1615.8604736328,1011.5471801758,217.7891156463,0.3388135135,7.4557235421,13896.2490234375,0,0.5782186433,28.63576,77.22445,161.4,0,30.6583333333,34.8,14.3,25.8416666667,60.686695279,1724.79553223,1,1490.64440918,0.722359215916169,0.722359215916169,2063.57775513311,0.722359215916169,880.012278062807,3751,"BS Capacity Building on Biosafety for Implementation of the Cartagena Protocol - Phase II under the Biosafety Program"
"878",15768914,454.0440063477,59.4133114215,0.8245019317,3605.0700636943,7.4944267273,0,0,-19.03333,-169.86667,NA,NA,NA,NA,NA,NA,0.4335664336,1987.50756836,1,1604.17822266,NA,NA,NA,NA,880.012278062807,3664,"PAS: Prevention, Control and Management of Invasive Alien Species in the Pacific Islands"
"904",1522.2041015625,1023.4420776367,1037.0487528345,0.5722418427,137.6982758621,5.1594386101,0,0.8339224886,-29,24,76.775,0,30.6916666667,25.325,9.45,19.1791666667,0.2908704883,2165.7824707,1,2046.53125,0.285750694758891,0.285750694758891,7161.94671626891,0.285750694758891,880.012278062807,2820,"Supporting the Development and Implementation of Access and Benefit Sharing Policies in Africa"
"907",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,1774.54138184,0.23054599228254,0.23054599228254,7697.1252645557,0.23054599228254,880.012278062807,2820,"Supporting the Development and Implementation of Access and Benefit Sharing Policies in Africa"
"910",1384.8023681641,820.4915771484,96.5150801131,1.4859746695,70.6884057971,55.5828018188,0,2.3905081441,43.63333,23.85,107.5,0.4,46.3166666667,25.8,-2.3,13.0333333333,5.2397868561,2729.36621094,1,3426.23193359,0.468798633436001,0.468798633436001,7308.53652127324,0.468798633436001,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"911",1690.88671875,1549.1396484375,97.8463687151,0.4697543681,97.683745583,53.9372024536,1,13.5604236034,44.34984,22.80368,109.7,1.3,43.2833333333,24.9,-1.4,12.8083333333,2.5960502693,2564.06518555,1,3606.08666992,0.645954768295009,0.645954768295009,5582.56838855486,0.645954768295009,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"913",1838.861328125,1913.2282714844,8.3316513761,0.332013607,26.6947368421,254.709564209,0,13.7067922863,45.27904,28.78323,76.9,11.9,37.175,25.2,-4.2,11.9916666667,12.9446366782,2309.17700195,1,2822.92089844,0.4536370800994,0.4536370800994,6222.86189176037,0.4536370800994,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"915",2088.916015625,1382.1646728516,138.216989843,2.002071619,125.0053285968,72.5818710327,1,18.9450808414,44.85334,21.41782,85.15,4.6,36.9,22.45,-2.6,11.025,5.5541958042,2688.80151367,1,3073.1472168,0.720279194389136,0.720279194389136,4266.60556175903,0.720279194389136,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"917",2394.888671875,1680.6646728516,43.1981176471,0.4751315713,116.3423423423,88.5327911377,0,10.7722687884,43.87038,23.03236,109.25,1,51.5375,24.25,-2.15,12.125,1.7913669065,2650.70654297,1,3476.37280273,0.451422917358151,0.451422917358151,7700.92228164816,0.451422917358151,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"918",2612.3793945313,1482.5535888672,139.011504832,1.2189233303,105.6397188049,52.8256378174,1,16.8435664969,45.02799,21.48549,82.475,8.025,37.8291666667,22.75,-1.65,11.6583333333,0.8756567426,2690.25537109,1,3223.32397461,0.694741151571376,0.694741151571376,4639.60421420185,0.694741151571376,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"919",2458.9719238281,1392.5106201172,114.6103111937,1.256513238,143.8268551237,15.0396413803,0,0.3603106719,44.55046,28.20592,68.85,0.6,27.9166666667,25.85,-3.25,12.25,2.9111900533,2218.72241211,1,2934.50756836,0.334602081531948,0.334602081531948,8770.14140176474,0.334602081531948,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"920",2601.2514648438,1278.9805908203,70.7640449438,0.3813331127,89.6536412078,79.5013961792,0,2.1171219044,44.09894,23.0637,100.2333333333,1.9,43.05,24.6,-2.0333333333,12.4416666667,2.7827648115,2421.4609375,1,3563.01538086,0.425726618641226,0.425726618641226,8369.25675972982,0.425726618641226,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"921",1651.6826171875,1562.8016357422,129.6870300752,1.1567625999,145.9460431655,35.0835494995,0,14.1247062321,43.95,26.85,96,11.25,46.3166666667,24.75,-3.15,12.0791666667,4.1309734513,2852.15820312,1,3395.46850586,0.453749444285041,0.453749444285041,7483.13534843031,0.453749444285041,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"922",1594.5059814453,1203.5537109375,52.3123532175,0.6211286783,67.4054054054,54.4432296753,0,4.1645698138,43.7723,25.14919,130.7,3.2,52.5416666667,25.1,-3.3,12.125,3.0716845878,2787.53320312,1,3324.94628906,0.466378466170123,0.466378466170123,7129.28775713916,0.466378466170123,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"923",1672.8208007813,1535.8035888672,73.565034965,0.5293383002,103.615248227,55.9847717285,1,4.9538118794,44.28593,22.72949,109.7,1.3,43.2833333333,24.9,-1.4,12.8083333333,2.9017857143,2570.97241211,1,3587.20336914,0.650652407882,0.650652407882,5513.24074987603,0.650652407882,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"924",1336.3659667969,1884.2174072266,42.3826578699,0.7087122798,88.6557971014,66.4006500244,0,5.0855490261,43.68333,24.65,102.6,0.5,49.0333333333,25.4,-2.9,12.2666666667,4.0994671403,3005.54467773,1,3362.65234375,0.458845352446332,0.458845352446332,7328.50910622072,0.458845352446332,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"927",2207.0502929688,1948.5445556641,54.9099056604,0.6255590916,83.3628158845,80.428352356,0,6.6327889762,43.72104,25.29265,130.7,3.2,52.5416666667,25.1,-3.3,12.125,3.8176895307,2821.20532227,1,3356.84301758,0.469522272082189,0.469522272082189,7149.48622712489,0.469522272082189,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"928",1045.375,1679.2712402344,37.2131455399,0.2942692041,93.2067736185,82.0693130493,0,5.4080828405,43.79412,24.68729,102.6,0.5,49.0333333333,25.4,-2.9,12.2666666667,4.6762075134,2866.9206543,1,3342.81713867,0.440219120426485,0.440219120426485,7593.53009344863,0.440219120426485,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"930",1867.9958496094,1720.8338623047,23.5473193473,0.1678706259,45.4530973451,133.7548828125,0,1.3381316875,44.2673,27.27113,118.2,8.5,47.2666666667,25.4,-2.8,12.625,7.3046594982,2322.29443359,1,2878.82495117,0.430037984090952,0.430037984090952,6694.35040082677,0.430037984090952,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"931",2500.0654296875,1087.6772460938,13.6979310345,0.3464615643,17.3734729494,429.308013916,1,3.0310230806,45.33745,27.90589,85.5,7.9,35.1083333333,24.3,-5.3,11.5916666667,17.8835978836,2347.8828125,1,2960.35473633,0.758097403028314,0.758097403028314,3904.9793924956,0.758097403028314,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"932",1272.9505615234,1905.8759765625,62.3355140187,1.4026428461,91.3534635879,121.4675598145,0,10.3632880099,44.08152,27.42046,99.4666666667,9.5333333333,45.5194444444,25.2,-2.9,12.3027777778,3.0926916221,2514.62768555,1,3182.33666992,0.427569441091071,0.427569441091071,7442.85340364671,0.427569441091071,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"934",1977.7899169922,1592.4879150391,81.2855805243,0.7156454921,104.9856887299,69.1335601807,1,11.8871192332,44.19197,22.84928,109.7,1.3,43.2833333333,24.9,-1.4,12.8083333333,2.1446208113,2523.72436523,1,3473.52880859,0.647510143093451,0.647510143093451,5364.43922251993,0.647510143093451,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"935",2162.2124023438,1102.767578125,93.1949152542,1.0016067028,91.1046931408,75.7031860352,1,3.7172437312,43.73333,23.96667,106,0.9,48.6833333333,25.7,-2.4,12.9041666667,4.3925399645,2620.54394531,1,3222.26586914,0.670416130628287,0.670416130628287,4806.3668547477,0.670416130628287,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"937",1401.1633300781,1591.9445800781,45.0353273669,0.3082903028,81.908765653,61.1118545532,0,7.6050174967,43.84806,23.8059,107.5,0.4,46.3166666667,25.8,-2.3,13.0333333333,5.3381294964,2631.52636719,1,3393.25073242,0.440411258781481,0.440411258781481,7704.73203116642,0.440411258781481,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"938",1405.6614990234,1496.5231933594,81.931723177,1.0056887865,119.8484848485,64.9233169556,2,12.1437795795,44.47835,22.54915,127.45,4.975,49.6916666667,23.3,-3.075,11.225,4.7447183099,2452.046875,1,3284.60546875,0.847608010979822,0.847608010979822,3875.14679687022,0.847608010979822,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"939",3150.4572753906,1632.9711914063,67.0636192271,0.7668632865,107.5035714286,68.2349777222,1,2.4420174841,43.75562,24.26073,104.5,1.4,51.05,25.6,-2.5,12.775,1.6954954955,2716.40234375,1,3299.62304688,0.66770908713125,0.66770908713125,4941.70756467689,0.66770908713125,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"940",2173.0236816406,1003.6461791992,153.2080817464,2.0009765625,54.0569395018,63.08436203,1,18.5349052769,44.54565,22.77675,134.7,2.3,46.5375,24.6,-2.1,12.3833333333,4.5883392226,2493.26733398,1,3566.80883789,0.692037922370935,0.692037922370935,5154.06558309701,0.692037922370935,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"941",2247.6977539063,1069.7893066406,74.084348641,0.9594153166,61.7571428571,91.3749389648,1,4.4626176059,44.11667,22.83333,114.05,0.65,50.6291666667,24.45,-1.9,12.2375,4.4637168142,2532.42431641,1,3376.94873047,0.676516749277663,0.676516749277663,4991.67054485446,0.676516749277663,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"942",1469.0806884766,1398.4040527344,20.473880597,0.3911592662,34.1238938053,194.8329467773,0,5.6164545807,44.19661,27.3896,118.2,8.5,47.2666666667,25.4,-2.8,12.625,7.513368984,2350.74609375,1,2907.55273438,0.441154128615619,0.441154128615619,6590.78663392352,0.441154128615619,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"943",1940.3128662109,1086.3356933594,45.5150943396,0.6289192438,76.3761301989,53.7577857971,0,3.6356702012,43.74933,25.07423,116.65,1.85,50.7875,25.25,-3.1,12.1958333333,3.0709219858,2861.19580078,1,3411.1784668,0.457922595804923,0.457922595804923,7449.24687720188,0.457922595804923,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"944",2320.9226074219,1362.0576171875,335.8518346493,5.4187502861,160.4804270463,88.9923400879,1,48.9248550972,44.67286,21.70092,95.4,0,30.35,21.2,-4.4,9.45,2.5432098765,2740.64892578,1,3069.75390625,0.75739619427054,0.75739619427054,4053.03582124086,0.75739619427054,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"945",1268.3972167969,2129.4494628906,100.3417840376,1.6259071827,165.7132616487,53.6179237366,0,11.4694061538,44.01667,27,99.675,11.725,48.4645833333,24.7,-2.975,12.0625,3.9203539823,2829.54663086,1,3433.89868164,0.457133849050633,0.457133849050633,7511.80138764928,0.457133849050633,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"946",2397.93359375,1464.5668945313,34.4371257485,0.8969083428,36.6901408451,139.7265319824,1,13.1989024826,45.14333,28.92452,73.85,9.65,32.4125,25.9,-3.75,12.375,3.2504378284,2502.02197266,1,3051.2956543,0.635933113362355,0.635933113362355,4798.13928569775,0.635933113362355,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
"951",1234.6879882813,1885.1727294922,35.8028823803,0.7929368615,97.7348754448,37.0510826111,0,6.4343680512,44.6352,28.03193,70.5,1,23.6875,26,-4,12.3958333333,3.192920354,2247.74658203,1,2812.94091797,0.372396243878743,0.372396243878743,7553.62322850369,0.372396243878743,880.012278062807,2806,"Promoting Payments for Environmental Services (PES) and Related Sustainable Financing Schemes in the Danube Basin "
