Region,Country,SiteID,NationalName,InternationalName,FinalCode,NationalCode,Area,MinAltitude,MaxAltitude,Latitude,Longitude,SitTypeIba,SitTypeCiCepfKba,SitTypeFwKba,SitTypeAze,SitTypeCsn,SitTypeOther,SitTypeInDanger,MonitoringYear,PressureDesc,PressureScore,StateType,StateDesc,StateScore,ResponseDesc,ResponseScore,EUFavourable,WholeSiteCovered,InfoAccuracy,MonitoringAssessmentComplete,CompletedBy,OverallPressureNotes,OverallStateNotes,OverallResponseNotes,SitIBASitCriSumRecID,IBACriteriaStatus,IBACriteriaAssessYear,IBAProposedCriteria,IBAConfirmedCriteria,SitKBASitCriSumRecID,KBACriteriaStatus,KBACriteriaAssessYear,KBAProposedCriteria,KBAConfirmedCriteria
Africa,South Africa,7123,UKhahlamba Drakensberg Park,UKhahlamba Drakensberg Park,ZA048,,242813,1280,3409,-29.33333333,29.46666667,Y,N,N,N,N,N,N,2014,high,-2,Habitat,near favourable,2,high,3,N,Y,medium,Y,"Retief, Ernst",,,,26123,confirmed,1998,,"A1, A2, A3, A4i, A4ii",0,-,,,
Africa,South Africa,7131,Umgeni Vlei Nature Reserve,Umgeni Vlei Nature Reserve,ZA056,,957,1840,2081,-29.48333333,29.83333333,Y,N,N,N,Y,N,N,2013,high,-2,unset,not assessed,5,high,3,N,Y,medium,Y,"Retief, Ernst",,,,26131,confirmed,1998,,A1,0,-,,,
Africa,South Africa,7122,Umlalazi Nature Reserve,Umlalazi Nature Reserve,ZA047,,1318,0,30,-28.96666667,31.78333333,Y,N,N,N,N,N,N,2014,medium,-1,Habitat,unfavourable,1,medium,2,N,Y,medium,Y,"Retief, Ernst",,,,26122,confirmed,1998,,"A1, A3",0,-,,,
Africa,South Africa,7140,Umtamvuna Nature Reserve,Umtamvuna Nature Reserve,ZA065,,3257,0,447,-31,30.16666667,Y,N,N,N,N,N,N,2007,high,-2,Habitat,favourable,3,medium,2,N,Y,good,Y,"Retief, Ernst",,,,26140,confirmed,1998,,"A1, A2, A3, A4ii",0,-,,,
Africa,South Africa,7140,Umtamvuna Nature Reserve,Umtamvuna Nature Reserve,ZA065,,3257,0,447,-31,30.16666667,Y,N,N,N,N,N,N,2014,high,-2,Habitat,favourable,3,medium,2,N,Y,medium,Y,"Retief, Ernst",,,,26140,confirmed,1998,,"A1, A2, A3, A4ii",0,-,,,
Africa,South Africa,31597,Umvoti Estuary,Umvoti Estuary,,,0,0,0,0,0,Y,N,N,N,N,N,N,2012,very high,-3,unset,not assessed,5,negligible,0,N,Y,medium,Y,"Retief, Ernst",,,,131097,does not qualify,2014,,,0,-,,,
Africa,South Africa,7127,Umvoti Vlei,Umvoti Vlei,ZA052,,2800,970,970,-29.15,30.56666667,Y,N,N,N,N,N,N,2014,high,-2,Habitat,very unfavourable,0,negligible,0,N,Y,medium,Y,"Retief, Ernst",,,,26127,confirmed,1998,,A1,0,-,,,
Africa,South Africa,44661,Upper Orange River,Upper Orange River,,,0,0,0,0,0,Y,N,N,N,N,N,N,2014,high,-2,Habitat,unfavourable,1,medium,2,N,Y,medium,Y,"Retief, Ernst",,,,131105,proposed,2014,,,0,-,,,
Africa,South Africa,7157,Verlorenvlei Estuary,Verlorenvlei Estuary,ZA082,,1700,0,343,-32.38333333,18.46666667,Y,N,N,N,Y,N,N,2007,high,-2,Habitat,favourable,3,low,1,N,Y,good,Y,"Retief, Ernst",,,,26157,confirmed,1998,"A2, A3",A4i,0,-,,,
Africa,South Africa,7157,Verlorenvlei Estuary,Verlorenvlei Estuary,ZA082,,1700,0,343,-32.38333333,18.46666667,Y,N,N,N,Y,N,N,2012,high,-2,unset,not assessed,5,low,1,N,Y,medium,Y,"Retief, Ernst",,,,26157,confirmed,1998,"A2, A3",A4i,0,-,,,
Africa,South Africa,7081,Waterberg System,Waterberg System,ZA006,,375000,900,1670,-24.28333333,28.08333333,Y,N,N,N,N,N,N,2013,high,-2,unset,not assessed,5,low,1,N,Y,medium,Y,"Retief, Ernst",,,,26081,confirmed,1998,,"A1, A4ii",0,-,,,
Africa,South Africa,44666,Weenen Game Reserve,Weenen Game Reserve,,,0,0,0,0,0,Y,N,N,N,N,N,N,2014,very high,-3,Habitat,unfavourable,1,high,3,N,Y,medium,Y,"Retief, Ernst",,,,131098,does not qualify,2014,,,0,-,,,
Africa,South Africa,7159,West Coast National Park and Saldanha Bay islands,West Coast National Park and Saldanha Bay islands,ZA084,,27600,0,60,-33.15,18.08333333,Y,Y,N,N,Y,N,N,2008,high,-2,Habitat,favourable,3,high,3,N,Y,good,Y,"Retief, Ernst",,,,26159,confirmed,1998,A3,"A1, A4i, A4ii, A4iii",20565,confirmed,2009,,Vul
Africa,South Africa,7159,West Coast National Park and Saldanha Bay islands,West Coast National Park and Saldanha Bay islands,ZA084,,27600,0,60,-33.15,18.08333333,Y,Y,N,N,Y,N,N,2013,high,-2,unset,not assessed,5,high,3,N,Y,medium,Y,"Retief, Ernst",,,,26159,confirmed,1998,A3,"A1, A4i, A4ii, A4iii",20565,confirmed,2009,,Vul
Africa,South Africa,7168,Wilderness - Sedgefield Lakes Complex,Wilderness - Sedgefield Lakes Complex,ZA093,,12250,0,50,-34,22.73333333,Y,N,N,N,N,N,N,1998,high,-2,unset,not assessed,5,not assessed,0,N,Y,good,Y,"Mwangi, Kiragu","In the early 1980s it became obvious that the artificial opening of the mouth, which had resulted in lower than average water-levels, had caused an expansion of emergent macrophytes, which were interfering with ecosystem processes and disrupting recreation activities.   Non-native fish, such as Oreochromis mossambicus, have been introduced to the lakes and are causing problems by competing with indigenous fish species.",,It is recommended that partial cutting of fringing reeds and sedges be practised on a biennial cycle in order to reduce the amount of moribund vegetation and improve the habitat for rallids and other birds.,26168,confirmed,1998,,"A2, A3, A4i, A4iii",0,-,,,
Africa,South Africa,7168,Wilderness - Sedgefield Lakes Complex,Wilderness - Sedgefield Lakes Complex,ZA093,,12250,0,50,-34,22.73333333,Y,N,N,N,N,N,N,2013,very high,-3,Habitat,unfavourable,1,high,3,N,N,medium,Y,"Retief, Ernst",,,,26168,confirmed,1998,,"A2, A3, A4i, A4iii",0,-,,,
Africa,South Africa,32049,Willem Pretorius Game Reserve,Willem Pretorius Game Reserve,,,0,0,0,0,0,Y,N,N,N,N,N,N,2013,high,-2,unset,not assessed,5,high,3,N,Y,medium,Y,"Retief, Ernst",,,,130212,does not qualify,1998,,,0,-,,,
Africa,South Africa,7079,Wolkberg Forest Belt,Wolkberg Forest Belt,ZA004,,65000,1300,1696,-23.9,30.03333333,Y,N,N,N,N,N,N,2014,very high,-3,Habitat,very unfavourable,0,low,1,N,Y,medium,Y,"Retief, Ernst",,,,26079,confirmed,1998,,"A1, A2, A3",0,-,,,
Africa,South Africa,7148,Woody Cape Section: Addo Elephant National Park,Woody Cape Section: Addo Elephant National Park,ZA073,,15460,0,408,-33.7,26.26666667,Y,N,N,N,N,N,N,2006,low,0,unset,not assessed,5,medium,2,N,N,medium,Y,"Retief, Ernst",,,,26148,confirmed,1998,,"A1, A2, A3",0,-,,,
Africa,South Africa,7148,Woody Cape Section: Addo Elephant National Park,Woody Cape Section: Addo Elephant National Park,ZA073,,15460,0,408,-33.7,26.26666667,Y,N,N,N,N,N,N,2014,medium,-1,Habitat,favourable,3,high,3,N,Y,medium,Y,"Retief, Ernst",,,,26148,confirmed,1998,,"A1, A2, A3",0,-,,,
Africa,South Sudan,6811,Radom,Radom,SS002,,1250970,450,1000,9.166666667,24,Y,N,N,N,N,N,N,2001,medium,-1,unset,not assessed,5,low,1,N,N,-,Y,"Symes, Andy",,,,25811,confirmed,2001,,A3,0,-,,,
Africa,St Helena (to UK),6829,Gough Island,Gough Island,SH008,,6500,0,910,-40.31666667,-9.933333333,Y,Y,N,Y,N,Y,Y,2001,high,-2,unset,not assessed,5,low,1,N,N,-,Y,"Symes, Andy",,,,25829,confirmed,2001,,"A1, A2, A4i, A4ii, A4iii",4306,confirmed,2010,,"Vul, Irr 1"
Africa,St Helena (to UK),6829,Gough Island,Gough Island,SH008,,6500,0,910,-40.31666667,-9.933333333,Y,Y,N,Y,N,Y,Y,2013,very high,-3,unset,not assessed,5,low,1,N,Y,unknown,Y,"Stringer, Clare","The main threat to the values of the site is the impact of introduced house mice which are having a massive impact on the populations of birds, as well as a probable impact on invertebrates and plant communities.",State of the IBA-criteria-triggering populations: Estimates are given in the UKOTs IBA directory but these are somewhat outdated now. There are two Critically Endangered endemic species - Gough bunting and Tristan Albatross - as well as the Endangered Atlantic petrel. Numbers of breeding seabirds have been shown to be falling annually.,"The RSPB is carrying out research to investigate the feasibility of eradicating mice from Gough. However, should this prove to be possible, the cost is likely to be around £4 million, and there is no obvious funding source for this.",25829,confirmed,2001,,"A1, A2, A4i, A4ii, A4iii",4306,confirmed,2010,,"Vul, Irr 1"
Africa,Sudan,6808,Dinder,Dinder,SD009,,1240000,700,800,12.43333333,35.21666667,Y,N,N,N,N,N,N,2001,medium,-1,unset,not assessed,5,low,1,N,N,-,Y,"Symes, Andy","An irrigation canal from the Roseiras dam across the south-western buffer zone, close to the park, has blocked the wet-season migration of wildlife. In addition to creating competition for water and grazing, domestic herds have been blamed for causing outbreaks of anthrax and rinderpest, particularly among Syncerus caffer and Damaliscus lunatus.",,,25808,confirmed,2001,,A3,0,-,,,
Africa,Tanzania,6964,Arusha National Park and vicinity,Arusha National Park and vicinity,TZ001,,42000,1400,4565,-3.258,36.797,Y,Y,N,N,Y,N,N,2002,medium,-1,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa",,,,25964,confirmed,2001,,"A1, A2, A3, A4i, A4iii",4202,confirmed,2011,,"Vul, Irr 1, 3"
Africa,Tanzania,6964,Arusha National Park and vicinity,Arusha National Park and vicinity,TZ001,,42000,1400,4565,-3.258,36.797,Y,Y,N,N,Y,N,N,2009,very high,-3,Habitat,unfavourable,1,high,3,N,Y,good,Y,"-, -",Birds population at Mommela lakes have decline over the past three years following the change of nutrients and  Limnology of the the lakes,,,25964,confirmed,2001,,"A1, A2, A3, A4i, A4iii",4202,confirmed,2011,,"Vul, Irr 1, 3"
Africa,Tanzania,6984,Dar es Salaam coast,Dar es Salaam coast,TZ021,,61000,0,0,-6.833333333,39.31666667,Y,Y,N,N,Y,Y,Y,2009,high,-2,Population,not assessed,5,low,1,N,Y,good,Y,"-, -",,Feeding competition between trigger species and Indian house crows,Low level of awareness to key stakeholders on the importance of the IBA to bird conservation and other key biodiversity,25984,confirmed,2001,,"A4i, A4iii",1136,confirmed,2004,,"Vul, Irr 3"
Africa,Tanzania,6984,Dar es Salaam coast,Dar es Salaam coast,TZ021,,61000,0,0,-6.833333333,39.31666667,Y,Y,N,N,Y,Y,Y,2011,very high,-3,unset,not assessed,5,medium,2,N,Y,medium,N,"-, -",,,,25984,confirmed,2001,,"A4i, A4iii",1136,confirmed,2004,,"Vul, Irr 3"
Africa,Tanzania,6984,Dar es Salaam coast,Dar es Salaam coast,TZ021,,61000,0,0,-6.833333333,39.31666667,Y,Y,N,N,Y,Y,Y,2013,very high,-3,unset,not assessed,5,low,1,N,Y,unknown,Y,"Kyonjola, Nsajigwa George","The site is threatened by increase in human population,polluted water courses/ sources,clearing of mangrove vegetation on the coastline s well as tree cutting.","State of the IBA-criteria-triggering populations: The bird species for which this site is identified as IBA Basra Reed Warbler,Dimorphic Egrets ,Crab Plover and Madagascar Pratincole.Even though the current population of these species have not been determined,their numbers are likely to be decreasing due to desturbances. State of the habitats of the trigger species: The site has the total area of 61,000 ha.Most of this is covered by human settlements.The coastal forests are key habitats in the sits.Unfortunatley, the quality and extent of thees habitats are deteriorating rapidly due to increase in habitat destruction from human population and,pollution.The site is also affected by dynamit fishing.",A few areas within the Dar-Es-Salaam IBA are proposed for designation as Marine Protected Areas MPAs.It is hoped that underthis categorisation birds benefit from protection.,25984,confirmed,2001,,"A4i, A4iii",1136,confirmed,2004,,"Vul, Irr 3"
Africa,Tanzania,7033,East Usambara Mountains,East Usambara Mountains,TZ070,,39000,150,1506,-4.977,38.689,Y,Y,N,Y,N,Y,Y,2011,very high,-3,Habitat,unfavourable,1,high,3,N,N,good,Y,"-, -",,,,26033,confirmed,2001,,"A1, A2, A3",5502,confirmed,2011,,"Vul, Irr 1"
Africa,Tanzania,7033,East Usambara Mountains,East Usambara Mountains,TZ070,,39000,150,1506,-4.977,38.689,Y,Y,N,Y,N,Y,Y,2013,very high,-3,unset,not assessed,5,medium,2,N,Y,unknown,Y,"Kyonjola, Nsajigwa George","The site is threatened by: illegal logging ,expansion of farms and illegal mining activities.Also, the invasive M.eminii is proved to differentially affect plants and animals in the site","State of the IBA-criteria-triggering populations: The population of the Critically Endangared Long-billed Tailorbird Artisonis moreaui is estimated to 249 individuals only in the East Usambaras.The Population of other bird species is yet to be established. State of the habitats of the trigger species: Currently, the natural forest of EUM is estimated to 12916 ha. of submontane and 29,497 ha. of lowland forests.Of these, 3380 ha. are covered by the Amani Nature Reserve. The natural forest in this site is deteriorating from recurring incidences of forest fires,deforestation for timber and charcoal and illegal mining activities and expansion of subsistence farms in edges of the forests.The expanding invasion of the invasive plant Maesospsis eminii has adverse impacts on flora and fauna in the site.","Forest patrols are under way.Further,the plan to harvest and make use of invasive M.eminii are also underway.It is hoped that,by reducing the invasion of M.eminii will improve quality of habitat that will benefit biodiversity in the site.",26033,confirmed,2001,,"A1, A2, A3",5502,confirmed,2011,,"Vul, Irr 1"
Africa,Tanzania,6965,Katavi National Park,Katavi National Park,TZ002,,323000,500,1250,-6.75,31.83333333,Y,Y,N,N,Y,N,N,2005,medium,-1,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa",There are no known threats to the bird life  of the park.,,,25965,confirmed,2001,,"A1, A3, A4i",5280,confirmed,2012,,"Irr 3, 5"
Africa,Tanzania,6988,Kilombero Valley,Kilombero Valley,TZ025,,400000,250,250,-8.5,36.33333333,Y,Y,N,N,Y,N,N,2001,high,-2,unset,not assessed,5,not assessed,0,N,Y,good,Y,"Mwangi, Kiragu","Perhaps the most concerning issue is the location of the plantations between the flood-plain and adjacent hills, interfering with the seasonal movement of mammals. It is important to protect the remaining riverine forest to maintain physical links with the escarpment forest on the Udzungwa mountains. There is existing legislation to protect riverside vegetation, but it is widely ignored.",,"The Kilombero Valley Teak Company own and manage 28,229 ha of woodland in the valley. Of this, 4,628 ha is suitable for planting teak and 3,000 ha has been planted. Mitigation measures (such as thin miombo corridors between plantations) have been implemented, but their effectiveness has yet to be assessed.",25988,confirmed,2001,,"A1, A2, A3, A4i",1137,confirmed,2004,,"Vul, Irr 1"
Africa,Tanzania,7010,Kisarawe District Coastal Forests,Kisarawe District Coastal Forests,TZ047,,42000,100,305,-6.916666667,39,Y,Y,N,N,N,N,N,2011,high,-2,Habitat,unfavourable,1,medium,2,N,Y,good,Y,"-, -",,,,26010,confirmed,2001,,"A1, A2, A3",1139,confirmed,2004,,"Vul, Irr 1"
Africa,Tanzania,6967,Lake Manyara,Lake Manyara,TZ004,,109699,960,2040,-3.666666667,35.83333333,Y,N,N,N,Y,N,N,2002,medium,-1,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa","The only concern is in relation to the rate of deforestation within the water catchment area and the subsequent increases in siltation, and the intergrity of the wildlife corridor linking Lake manyara with Tarangire National Park.","Marang is an important catchment forest and is under considerable pressure from villagers in the Mbulu highlands .   The genetic isolatio of many large mammals within the Lake Manyara National Park is an issue which may not be visible for some years, but which shoud be adressed before its too late.",,25967,confirmed,2001,,"A1, A2, A3, A4i, A4iii",0,-,,,
Africa,Tanzania,6967,Lake Manyara,Lake Manyara,TZ004,,109699,960,2040,-3.666666667,35.83333333,Y,N,N,N,Y,N,N,2009,very high,-3,Habitat,very unfavourable,0,high,3,N,Y,good,Y,"-, -",,currently there is severe drought and dry-out of the lake as compared to the year 2008,,25967,confirmed,2001,,"A1, A2, A3, A4i, A4iii",0,-,,,
Africa,Tanzania,6967,Lake Manyara,Lake Manyara,TZ004,,109699,960,2040,-3.666666667,35.83333333,Y,N,N,N,Y,N,N,2011,high,-2,Habitat,unfavourable,1,high,3,N,N,medium,N,"-, -",,"The habitat of Lake Manyara National Park is good, however during drought fire occurs",,25967,confirmed,2001,,"A1, A2, A3, A4i, A4iii",0,-,,,
Africa,Tanzania,6994,Lake Natron and Engaruka basin,Lake Natron and Engaruka basin,TZ031,,154000,610,610,-2.416666667,36,Y,N,N,N,Y,Y,Y,2001,low,0,unset,not assessed,5,not assessed,0,N,Y,good,Y,"Mwangi, Kiragu",,,,25994,confirmed,2001,A2,"A1, A3, A4i, A4iii",4194,-,,,
Africa,Tanzania,6994,Lake Natron and Engaruka basin,Lake Natron and Engaruka basin,TZ031,,154000,610,610,-2.416666667,36,Y,N,N,N,Y,Y,Y,2009,high,-2,Habitat,unfavourable,1,low,1,N,Y,good,Y,"-, -",,currently there is severe drought and dry - out of the lake compared to the past years,,25994,confirmed,2001,A2,"A1, A3, A4i, A4iii",4194,-,,,
Africa,Tanzania,6994,Lake Natron and Engaruka basin,Lake Natron and Engaruka basin,TZ031,,154000,610,610,-2.416666667,36,Y,N,N,N,Y,Y,Y,2011,very high,-3,Habitat,favourable,3,high,3,N,Y,good,Y,"-, -",,,,25994,confirmed,2001,A2,"A1, A3, A4i, A4iii",4194,-,,,
Africa,Tanzania,6994,Lake Natron and Engaruka basin,Lake Natron and Engaruka basin,TZ031,,154000,610,610,-2.416666667,36,Y,N,N,N,Y,Y,Y,2013,high,-2,unset,not assessed,5,low,1,N,Y,unknown,Y,"Kyonjola, Nsajigwa George","Proposal to develop the soda ash plant that will make use of the lake is potentially the most likely threat.The lake is also threatened siltation resulting from agricultural activities in the villages of around the lake and volcanic eruptions from the Oldoinyo Lengai Mountain.The area accomodates large numbers of livestock which leave the soil exposed to agents of soil erosion.Low rainfall in recent years will likely reduce the level of fresh water from streams that feed the lake.Further,drought is current forcing pastororists to opt for irrigation for subsistence farming while relying on water that would otherswise flow into the lake.","State of the IBA-criteria-triggering populations: The Lesser flamingo is one of the species for which the area is identified as IBA.The currently the site is estimated to hold 2.5 million Lesser Flamingos. This population depends on saline waters of Lake Natron for breeding. State of the habitats of the trigger species: The lake covers 154,000 ha.However, this area is shrinking.The quality of key habitat is deteriorating due siltation ,overgrazing and increase in farming activities in surrounding areas.",,25994,confirmed,2001,A2,"A1, A3, A4i, A4iii",4194,-,,,
Africa,Tanzania,6968,Mahali Mountain National Park,Mahali Mountain National Park,TZ005,,161300,500,2578,-6.2,29.83333333,Y,N,N,N,N,N,N,2002,low,0,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa",,,,25968,confirmed,2001,,"A1, A2, A3",4204,-,,,
Africa,Tanzania,6978,Maswa Game Reserve,Maswa Game Reserve,TZ015,,220000,1080,1524,-3,34.5,Y,Y,N,N,N,N,N,2001,not assessed,0,unset,not assessed,5,not assessed,0,N,N,-,N,"-, -",,,,25978,confirmed,2001,,"A1, A2",5286,confirmed,2012,,"Vul, Irr 1"
Africa,Tanzania,6969,Mikumi National Park,Mikumi National Park,TZ006,,323000,500,1250,-7.166666667,37.16666667,Y,Y,N,N,N,N,N,2002,medium,-1,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa",,,,25969,confirmed,2001,,A3,1131,confirmed,2004,,Vul
Africa,Tanzania,6969,Mikumi National Park,Mikumi National Park,TZ006,,323000,500,1250,-7.166666667,37.16666667,Y,Y,N,N,N,N,N,2009,high,-2,Habitat,favourable,3,high,3,N,Y,good,Y,"-, -",,Bird counting (trigger species inclusive) has been not taken in the area for the past three years that led not to have reference population in assessing state,,25969,confirmed,2001,,A3,1131,confirmed,2004,,Vul
Africa,Tanzania,6991,Mnazi Bay,Mnazi Bay,TZ028,,10000,0,0,-10.41666667,40.36666667,Y,Y,N,N,Y,N,N,2011,very high,-3,unset,not assessed,5,high,3,N,Y,medium,N,"-, -",,,,25991,confirmed,2001,,A4i,5938,confirmed,2009,,"Vul, Irr 3"
Africa,Tanzania,6966,Mount Kilimanjaro,Mount Kilimanjaro,TZ003,,190000,1250,5895,-3.058,37.327,Y,Y,N,N,N,N,N,2002,high,-2,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa","Theres evidence that the upper limits of the montane forest have been retreating downslope by as much as eight km in some localities, due to continued burning at higher elevations.   Impacts from tourism is generally localised, but it is significant that most fires start in close proximity to the climbing routes, suggesting a clear link between the two.   Theres illegal cultivation, logging, grazing, unsustainable honey gathering, pole cutting and collection of firewood due to the inability of the Forest Department.",,,25966,confirmed,2001,,"A1, A2, A3",4203,confirmed,2011,,"Vul, Irr 1"
Africa,Tanzania,6980,Moyowosi - Kigosi Game Reserves,Moyowosi - Kigosi Game Reserves,TZ017,,1300000,1000,1300,-4.666666667,31.5,Y,Y,N,N,Y,N,N,2001,high,-2,unset,not assessed,5,not assessed,0,N,Y,good,Y,"Mwangi, Kiragu","Commercial poaching of large mammals, especially hippopotamus, may have long-term ecological effects.  ",,,25980,confirmed,2001,,"A1, A4i",5288,confirmed,2012,,"Vul, Irr 3"
Africa,Tanzania,6976,Ngorongoro Conservation Area,Ngorongoro Conservation Area,TZ013,,810000,1030,3648,-3.047,35.387,Y,Y,N,N,Y,N,N,2001,medium,-1,unset,not assessed,5,low,1,N,N,-,Y,"Symes, Andy",,,,25976,confirmed,2001,,"A1, A2, A3, A4i, A4ii, A4iii",4201,confirmed,2011,,"Vul, Irr 1, 3"
Africa,Tanzania,7012,Pande Game Reserve and Dondwe Coastal Forests,Pande Game Reserve and Dondwe Coastal Forests,TZ049,,1600,100,200,-7,39.16666667,Y,Y,N,N,N,Y,Y,2011,high,-2,Habitat,unfavourable,1,low,1,N,N,good,N,"-, -",,,,26012,confirmed,2001,,"A1, A2, A3",1141,confirmed,2004,,"Vul, Irr 1"
Africa,Tanzania,7012,Pande Game Reserve and Dondwe Coastal Forests,Pande Game Reserve and Dondwe Coastal Forests,TZ049,,1600,100,200,-7,39.16666667,Y,Y,N,N,N,Y,Y,2013,very high,-3,unset,not assessed,5,low,1,N,Y,unknown,Y,"Kyonjola, Nsajigwa George","Pressure from over exploitation of forest resources (through illegal logging and charcoal production).These are consequencies of soaring human population around the area and the subsequent increase in demand for farming areas ,fuel wood and charcoal in Dar-Es-Salaam and the surrounding areas.","State of the IBA-criteria-triggering populations: Populations of birds i.e the Spotted Ground Thrush,Southern Banded Snake Eagle and the East Coast Akalat are declining owing to habitat loss ( from illegal logging and charcoal production) and increase in human population).",Pande and Dondwe Coastal Forests constitute a protion of Pande Game Reserve which is protected.Therefore the sites within the reserve are under total protection .The remaining portion is unprotected and therefore lacks the reliable conservation actions,26012,confirmed,2001,,"A1, A2, A3",1141,confirmed,2004,,"Vul, Irr 1"
Africa,Tanzania,6970,Ruaha National Park,Ruaha National Park,TZ007,,1300000,750,1900,-7.5,34.5,Y,N,N,N,Y,N,N,2002,low,0,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa","Although there are no direct threats to the birdlife, ther is considerable concern about the rainfall catchment area in Kipengere Mountains to the south-west and the water flowing from ther to Ruaha river.",,,25970,confirmed,2001,,"A3, A4i",0,-,,,
Africa,Tanzania,6970,Ruaha National Park,Ruaha National Park,TZ007,,1300000,750,1900,-7.5,34.5,Y,N,N,N,Y,N,N,2009,high,-2,Habitat,unfavourable,1,high,3,N,Y,good,Y,"-, -",,,,25970,confirmed,2001,,"A3, A4i",0,-,,,
Africa,Tanzania,6971,Rubondo Island National Park,Rubondo Island National Park,TZ008,,45700,1134,1381,-2.333333333,31.83333333,Y,Y,N,N,Y,N,N,2002,low,0,Habitat,favourable,3,low,1,N,N,good,Y,"Munyekenye, Fred Barasa",Poaching of fish is a problem of sorts in that the fishermenn are technically entering the National park illegally however no damage appears to be done to the park.,,,25971,confirmed,2001,,"A3, A4i",5289,confirmed,2012,,"Irr 3, 5"
Africa,Tanzania,6981,Selous Game Reserve,Selous Game Reserve,TZ018,,5000000,50,1600,-9.5,38.25,Y,Y,N,N,Y,N,N,2001,medium,-1,unset,not assessed,5,low,1,N,N,-,Y,"Symes, Andy",,,,25981,confirmed,2001,,"A1, A2, A3, A4i",1135,confirmed,2004,,"Vul, Irr 1"
Africa,Tanzania,6972,Serengeti National Park,Serengeti National Park,TZ009,,1476300,1200,2177,-2.416666667,34.83333333,Y,Y,N,N,Y,N,N,2001,medium,-1,unset,not assessed,5,low,1,N,N,-,Y,"Symes, Andy",,,,25972,confirmed,2001,,"A1, A2, A3, A4i, A4iii",5290,confirmed,2012,,"Vul, Irr 1, 3, 5"
Africa,Tanzania,6973,Tarangire National Park,Tarangire National Park,TZ010,,260000,1100,1100,-3.833333333,36,Y,N,N,N,Y,N,N,2011,very high,-3,Habitat,favourable,3,high,3,N,N,medium,Y,"-, -",,The habitat of Tarangire National Park is good however during drought the area dries and fire occures  ,,25973,confirmed,2001,,"A1, A2, A3, A4i",0,-,,,
Africa,Tanzania,7031,Uluguru Mountains,Uluguru Mountains,TZ068,,36000,300,2638,-7.027,37.726,Y,Y,N,Y,N,Y,Y,2011,very high,-3,Habitat,unfavourable,1,high,3,N,Y,good,Y,"-, -","Anthropogenic activities such as burning fires,farming close to river banks and extraction of building rocks degrade the bird's habitat and increase water pollution in the Uluguru Nature Reserve.",,,26031,confirmed,2001,,"A1, A2, A3",5481,confirmed,2011,,"Vul, Irr 1"
Africa,Tanzania,7031,Uluguru Mountains,Uluguru Mountains,TZ068,,36000,300,2638,-7.027,37.726,Y,Y,N,Y,N,Y,Y,2013,high,-2,unset,not assessed,5,high,3,N,Y,unknown,Y,"Kyonjola, Nsajigwa George","The threats are from illegal logging driven by high demandin the rural ,pole cutting for house construction and expansion of farms for banana cultivation,Soy beans in the Uluguru south and increasing human population close to the forest boundaries in Choma and Vinile.","State of the IBA-criteria-triggering populations: The population of the of the Uluguru Bush-shrike is estimated to 1200 pairs which are mainly found in the northern portion of the Uluguru Nature Reserve.This population is presumed to be stable owing to minimal disturbances in its altitudinal range in the Uluguru North. However, this population is likely to decrease particularly in the lower altitudes of north portion of the Uluguru Nature Reserve due to illegal logging,pole harvesting, expansion of farms and forest fires .Current state of other key bird species (i.e. Taita Falcon,Usambara Eagle Owl,White â€“winged Apalis,Banded Green Sunbird,Mrs Moreauiâ€™s Warbler and the Usambara Weaver) is yet to be established. State of the habitats of the trigger species: The Ulguru Bush-shrike prefers tall/large trees with closed canopies.Unfortunately,these trees are highly demanded for timber and charcoal production.For that matter,cutting of these trees reduces the quality of habitat not only for the Uluguru Bush- shrike but also for other organisms in the area.","Forest patrols are conduted by the Village Environmental Committees,the forest protection office and the Tanzania Forest Service (through the management of the Uluguru Nature Reserve).Also, Aforestation programmes/projects are underway to reconnect the Uluguru north and south.Thousands of indeginous trees are planted in the Bunduki gap that connects the two blocks.It is hoped that through reconnection, movement and distribution of biodiversity ( Including th Critically Endangaredc Uluguru Bush-shrike) between the two blocks will be enhanced.",26031,confirmed,2001,,"A1, A2, A3",5481,confirmed,2011,,"Vul, Irr 1"
Africa,Tanzania,7032,Umalila Mountains,Umalila Mountains,TZ069,,12000,600,2177,-9.312,33.445,Y,Y,N,N,N,N,N,2011,very high,-3,Habitat,very unfavourable,0,low,1,N,Y,medium,Y,"-, -",,,,26032,confirmed,2001,,"A1, A2, A3",4198,confirmed,2011,,"Vul, Irr 1"
Africa,Tanzania,7001,Usangu flats,Usangu flats,TZ038,,300000,1000,1060,-8.5,34.25,Y,N,N,N,N,N,N,2009,very high,-3,Habitat,unfavourable,1,low,1,N,Y,good,Y,"-, -",,,,26001,confirmed,2001,,"A1, A3, A4i",4205,-,,,
